title,accuracy,entity_accuracy,predictions,targets
Aussenbeleuchtung,,{},[],[]
"Golfclub Patriziale, Ascona / ohne Titel",0.0,{'LOC': 0.0},"[Entity(""Ascona"", LOC, (21,27))]",[]
Cramer / diverse Negative,1.0,{'PER': 1.0},"[Entity(""Cramer"", PER, (0,6))]","[Entity(""Cramer"", PER, (0,6))]"
"Burchard, Frau E.",0.3333333333333333,{'PER': 0.3333333333333333},"[Entity(""Burchard,"", PER, (0,9)), Entity(""Frau"", PER, (10,14))]","[Entity(""Burchard, Frau E."", PER, (0,17))]"
Freies Gymnasium,,{},[],[]
Schulgarten,,{},[],[]
Treppe Entfelderstrasse - Hauptplatz,1.0,{'LOC': 1.0},"[Entity(""Entfelderstrasse"", LOC, (7,23))]","[Entity(""Entfelderstrasse"", LOC, (7,23))]"
Umgebung,,{},[],[]
Garagenzufahrt,,{},[],[]
Garagenzufahrt,,{},[],[]
Altersbauten Spitalackerpark / Erdgeschoss Situation,0.0,{'LOC': 0.0},[],"[Entity(""Spitalackerpark"", LOC, (13,28))]"
"Proebster, Herrn Dr. W.E.",0.0,{'PER': 0.0},"[Entity(""Proebster,"", PER, (0,10)), Entity(""Herrn"", PER, (11,16))]","[Entity(""Proebster, Herrn Dr. W.E."", PER, (0,25))]"
Dias Überbauung Homberg,1.0,{'LOC': 1.0},"[Entity(""Homberg"", LOC, (16,23))]","[Entity(""Homberg"", LOC, (16,23))]"
Kirchengemeindezentrum Töss,1.0,{'LOC': 1.0},"[Entity(""Töss"", LOC, (23,27))]","[Entity(""Töss"", LOC, (23,27))]"
"Hischmann, Herrn R.",0.3333333333333333,{'PER': 0.3333333333333333},"[Entity(""Hischmann,"", PER, (0,10)), Entity(""Herrn"", PER, (11,16))]","[Entity(""Hischmann, Herrn R."", PER, (0,19))]"
Friedhof und Kirche Fehraltorf / ohne Titel,1.0,{'LOC': 1.0},"[Entity(""Fehraltorf"", LOC, (20,30))]","[Entity(""Fehraltorf"", LOC, (20,30))]"
Neue Terraingestaltung,,{},[],[]
Lehrerinnenseminar Bernarda,0.0,{'LOC': 0.0},[],"[Entity(""Bernarda"", LOC, (19,27))]"
Dibona AG,0.0,{'PER': 0.0},"[Entity(""Dibona"", PER, (0,6)), Entity(""AG"", PER, (7,9))]",[]
ohne Titel,,{},[],[]
ohne Titel,,{},[],[]
"Hodel, Herrn J.",0.3333333333333333,{'PER': 0.3333333333333333},"[Entity(""Hodel,"", PER, (0,6)), Entity(""Herrn"", PER, (7,12))]","[Entity(""Hodel, Herrn J."", PER, (0,15))]"
Post Vaduz,1.0,{'LOC': 1.0},"[Entity(""Vaduz"", LOC, (5,10))]","[Entity(""Vaduz"", LOC, (5,10))]"
Abänderung Vorschlag B 1,,{},[],[]
"Spirig, Herrn Dr. Hugo",0.5,{'PER': 0.5},"[Entity(""Spirig,"", PER, (0,7)), Entity(""Herrn"", PER, (8,13)), Entity(""Hugo"", PER, (18,22))]","[Entity(""Spirig, Herrn Dr. Hugo"", PER, (0,22))]"
Gartengrundriss,,{},[],[]
"Rohr, Herrn W.",0.3333333333333333,{'PER': 0.3333333333333333},"[Entity(""Rohr,"", PER, (0,5)), Entity(""Herrn"", PER, (6,11))]","[Entity(""Rohr, Herrn W."", PER, (0,14))]"
Projektierungsgrundlage für eine Abdankungshalle,,{},[],[]
Landhaus / Hofgestaltung + Kanalisation,,{},[],[]
Granittisch 2 Konsolen,,{},[],[]
ohne Titel,,{},[],[]
Bank aus Mägenwiler Muschelkalk,0.0,{'LOC': 0.0},"[Entity(""Muschelkalk"", LOC, (20,31))]",[]
Ansicht West / Süd,,{},[],[]
Schnitt,,{},[],[]
ohne Titel,,{},[],[]
Rationeller Wohnungs und Siedlungsbau / Neupflanzung / Pflanzschema,,{},[],[]
Gartengrundriss,,{},[],[]
Grabpflanzung / Waldfriedhof Schaffhausen,1.0,{'LOC': 1.0},"[Entity(""Schaffhausen"", LOC, (29,41))]","[Entity(""Schaffhausen"", LOC, (29,41))]"
,,{},[],[]
,,{},[],[]
Garten des Herrn Hans Löw-Villars Oberaach Detailplan für Plattenwege im Schattengarten,1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Herrn"", PER, (11,16)), Entity(""Hans"", PER, (17,21)), Entity(""Löw-Villars"", PER, (22,33)), Entity(""Oberaach"", LOC, (34,42))]","[Entity(""Herrn Hans Löw-Villars"", PER, (11,33)), Entity(""Oberaach"", LOC, (34,42))]"
Bauplatz Franzoni,1.0,{'PER': 1.0},"[Entity(""Franzoni"", PER, (9,17))]","[Entity(""Franzoni"", PER, (9,17))]"
"Projekt für die Gartenanlage des Herrn Direktor, Fessler- u. Muralt, Zürich",0.8,"{'PER': 0.6, 'LOC': 1.0}","[Entity(""Herrn"", PER, (33,38)), Entity(""Direktor,"", PER, (39,48)), Entity(""Fessler-"", PER, (49,57)), Entity(""Muralt,"", PER, (61,68)), Entity(""Zürich"", LOC, (69,75))]","[Entity(""Herrn Direktor, Fessler- u. Muralt"", PER, (33,67)), Entity(""Zürich"", LOC, (69,75))]"
Garten des Herrn H. Löw Oberaach Bepflanzung des Vorgartens,0.6666666666666666,"{'PER': 0.3333333333333333, 'LOC': 1.0}","[Entity(""Herrn"", PER, (11,16)), Entity(""Löw"", PER, (20,23)), Entity(""Oberaach"", LOC, (24,32))]","[Entity(""Herrn H. Löw"", PER, (11,23)), Entity(""Oberaach"", LOC, (24,32))]"
"Evang. Kirchgemeinde Romanshorn, Pfarrgarten 3, Vorschlag für die Umgestaltung",1.0,{'LOC': 1.0},"[Entity(""Romanshorn,"", LOC, (21,32))]","[Entity(""Romanshorn"", LOC, (21,31))]"
Grundrissskizze,,{},[],[]
"Garten des Herrn Ad, Rüdisüli-Bruderer, Bühler, Vorschlag für den Hausgarten",0.0,{'PER': 0.0},"[Entity(""Herrn"", PER, (11,16)), Entity(""Bühler,"", PER, (40,47))]","[Entity(""Herrn Ad, Rüdisüli-Bruderer, Bühler"", PER, (11,46))]"
"Landhaus von Herrn Max Schmidheiny-Glarner, Heerbrugg, Südfassade mit neuer Terrasse",0.75,"{'PER': 0.5, 'LOC': 1.0}","[Entity(""Herrn"", PER, (13,18)), Entity(""Max"", PER, (19,22)), Entity(""Schmidheiny-Glarner,"", PER, (23,43)), Entity(""Heerbrugg,"", LOC, (44,54))]","[Entity(""Max Schmidheiny-Glarner"", PER, (19,42)), Entity(""Heerbrugg"", LOC, (44,53))]"
Grundrissskizze,,{},[],[]
"Garten des Herrn Dir. Griesser Aadorf, Bepflanzungsvorschlag für die Staudenrabatten",0.6666666666666666,"{'PER': 0.3333333333333333, 'LOC': 1.0}","[Entity(""Herrn"", PER, (11,16)), Entity(""Griesser"", PER, (22,30)), Entity(""Aadorf,"", LOC, (31,38))]","[Entity(""Herrn Dir. Griesser"", PER, (11,30)), Entity(""Aadorf"", LOC, (31,37))]"
"Skizze, Garten des Herrn Dr. H. Mötteli",0.0,{'PER': 0.0},"[Entity(""Herrn"", PER, (19,24)), Entity(""Mötteli"", PER, (32,39))]","[Entity(""Herrn Dr. H. Mötteli"", PER, (19,39))]"
"Garten des Herrn Dr. med. H. Odermatt, in Goldach, St. Gallen",0.16666666666666666,"{'PER': 0.0, 'LOC': 0.3333333333333333}","[Entity(""Herrn"", PER, (11,16)), Entity(""Odermatt,"", PER, (29,38)), Entity(""Goldach,"", LOC, (42,50)), Entity(""Gallen"", LOC, (55,61))]","[Entity(""Herrn Dr. med. H. Odermatt"", PER, (11,37)), Entity(""Goldach, St. Gallen"", LOC, (42,61))]"
"Garten von Frau Möriköfer-Müller Romanshorn, Arbeitsplan",1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Frau"", PER, (11,15)), Entity(""Möriköfer-Müller"", PER, (16,32)), Entity(""Romanshorn,"", LOC, (33,44))]","[Entity(""Frau Möriköfer-Müller"", PER, (11,32)), Entity(""Romanshorn"", LOC, (33,43))]"
"Schloss Heerbrugg, Ideenskizze für die Abänderung beim Badegarten",0.0,{'LOC': 0.0},"[Entity(""Heerbrugg,"", LOC, (8,18))]",[]
"Garten des Hrn. A. jetter, Rorschacherberg, Mauer- und Treppenpartie Ostseite",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""jetter,"", PER, (19,26)), Entity(""Rorschacherberg,"", LOC, (27,43))]","[Entity(""Hrn. A. jetter"", PER, (11,25)), Entity(""Rorschacherberg"", LOC, (27,42))]"
Garten des Hrn E. Chytil Rorschach Arbeitsplan,0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Chytil"", PER, (18,24)), Entity(""Rorschach"", LOC, (25,34))]","[Entity(""Hrn E. Chytil"", PER, (11,24)), Entity(""Rorschach"", LOC, (25,34))]"
"Garten des Herrn Dr. Rusch-Hälg, St. Gallen, Generelles Projekt",0.16666666666666666,"{'PER': 0.3333333333333333, 'LOC': 0.0}","[Entity(""Herrn"", PER, (11,16)), Entity(""Rusch-Hälg,"", PER, (21,32))]","[Entity(""Herrn Dr. Rusch-Hälg"", PER, (11,31)), Entity(""St. Gallen"", LOC, (33,43))]"
Aluminiumwerke A.-G. Rorschach Vorschlag 1,1.0,{'LOC': 1.0},"[Entity(""Rorschach"", LOC, (21,30))]","[Entity(""Rorschach"", LOC, (21,30))]"
"Schloss Heerbrugg, Bes. Herr Oberst J. Schmidheiny, Eiserne Leiter im Bassin",0.1,"{'PER': 0.2, 'LOC': 0.0}","[Entity(""Heerbrugg,"", LOC, (8,18)), Entity(""Herr"", PER, (24,28)), Entity(""Oberst"", PER, (29,35)), Entity(""Schmidheiny,"", PER, (39,51))]","[Entity(""Bes. Herr Oberst J. Schmidheiny"", PER, (19,50))]"
Garten Rorschach,1.0,{'LOC': 1.0},"[Entity(""Rorschach"", LOC, (7,16))]","[Entity(""Rorschach"", LOC, (7,16))]"
Garten des hrn. Burkhardt Rebenstrasse Arbon,0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Burkhardt"", PER, (16,25)), Entity(""Rebenstrasse"", LOC, (26,38)), Entity(""Arbon"", LOC, (39,44))]","[Entity(""hrn. Burkhardt"", PER, (11,25)), Entity(""Rebenstrasse Arbon"", LOC, (26,44))]"
"Vonwil - Bau AG, Wohnblock Schillerstrasse/Salistrasse St. Gallen, Skizze für Grünstrefien längs Strasse",0.25,"{'PER': 0.0, 'LOC': 0.5}","[Entity(""Vonwil"", PER, (0,6)), Entity(""-"", PER, (7,8)), Entity(""Bau"", PER, (9,12)), Entity(""AG,"", PER, (13,16)), Entity(""Schillerstrasse/Salistrasse"", LOC, (27,54)), Entity(""Gallen,"", LOC, (59,66))]","[Entity(""Schillerstrasse/Salistrasse St. Gallen"", LOC, (27,65))]"
Aufnahme des Fels im Bassin,,{},[],[]
Schloss Heerbrugg Südterrasse mit Gartenhaus,0.0,{'LOC': 0.0},"[Entity(""Heerbrugg"", LOC, (8,17))]",[]
"Liegenschaften Mariabergstr. 39,41,43 Rorschach",0.0,{'LOC': 0.0},"[Entity(""Rorschach"", LOC, (38,47))]","[Entity(""Mariabergstr. 39,41,43 Rorschach"", LOC, (15,47))]"
Schlossgut Bachtobel,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Bachtobel"", PER, (11,20))]","[Entity(""Bachtobel"", LOC, (11,20))]"
"Anlage des Herrn A. Raduner, Horn, Beerenobst Garten",0.16666666666666666,"{'PER': 0.3333333333333333, 'LOC': 0.0}","[Entity(""Herrn"", PER, (11,16)), Entity(""Raduner,"", PER, (20,28))]","[Entity(""Herrn A. Raduner"", PER, (11,27)), Entity(""Horn"", LOC, (29,33))]"
Skizze,,{},[],[]
"Evangelische Kirche Goldach, Skizze für Mauer + Treppenpartie",1.0,{'LOC': 1.0},"[Entity(""Goldach,"", LOC, (20,28))]","[Entity(""Goldach"", LOC, (20,27))]"
"Evang. Kirche Goldach, Arbeitsplan für die Umgebungsarbeiten",1.0,{'LOC': 1.0},"[Entity(""Goldach,"", LOC, (14,22))]","[Entity(""Goldach"", LOC, (14,21))]"
"Herrn K. Rupprecht, Pension Eden, Rheinfelden, Vogelbassin",0.6666666666666666,"{'PER': 0.3333333333333333, 'LOC': 1.0}","[Entity(""Herrn"", PER, (0,5)), Entity(""Rupprecht,"", PER, (9,19)), Entity(""Rheinfelden,"", LOC, (34,46))]","[Entity(""Herrn K. Rupprecht"", PER, (0,18)), Entity(""Rheinfelden"", LOC, (34,45))]"
"Hr. Roller-Winkler, Turbenthal, Bassin",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Roller-Winkler,"", PER, (4,19)), Entity(""Turbenthal,"", LOC, (20,31))]","[Entity(""Hr. Roller-Winkler"", PER, (0,18)), Entity(""Turbenthal"", LOC, (20,30))]"
"Liegenschaften: Boller-Winkler, Winkler-Heene",0.0,{'PER': 0.0},"[Entity(""Boller-Winkler,"", PER, (16,31))]",[]
C. Stürm + CO. AG Rorschach / Vorschlag für den Landabtausch zwischen den Parzellen 1593 + 1594,0.6,"{'PER': 0.2, 'LOC': 1.0}","[Entity(""Stürm"", PER, (3,8)), Entity(""+"", PER, (9,10)), Entity(""AG"", PER, (15,17)), Entity(""Rorschach"", LOC, (18,27))]","[Entity(""C. Stürm + CO. AG"", PER, (0,17)), Entity(""Rorschach"", LOC, (18,27))]"
"Friedhofanlage bei der Kath. Pfarrkirche, Rorschach, Vorschlag 3",1.0,{'LOC': 1.0},"[Entity(""Rorschach,"", LOC, (42,52))]","[Entity(""Rorschach"", LOC, (42,51))]"
"Gartenanlage des Herrn Hpt. Straub, Amriswil",0.6666666666666666,"{'PER': 0.3333333333333333, 'LOC': 1.0}","[Entity(""Herrn"", PER, (17,22)), Entity(""Straub,"", PER, (28,35)), Entity(""Amriswil"", LOC, (36,44))]","[Entity(""Herrn Hpt. Straub"", PER, (17,34)), Entity(""Amriswil"", LOC, (36,44))]"
Skizze,,{},[],[]
"Kanton Thurgau, Stadt Kreuzlingen, Ausbau Hauptstrasse, Liegenschaften Sanatorium Bellevue AG, Anpassungsarbeiten / Genereller Vorschlag, M. 1:200",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Thurgau,"", PER, (7,15)), Entity(""Kreuzlingen,"", LOC, (22,34)), Entity(""Bellevue"", PER, (82,90))]","[Entity(""Kanton Thurgau, Stadt Kreuzlingen, Ausbau Hauptstrasse"", LOC, (0,54))]"
Skizze Kaufmann Laufenburg ,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Kaufmann"", PER, (7,15)), Entity(""Laufenburg"", LOC, (16,26))]",[]
Skizze,,{},[],[]
"Friedhof Rheineck, Urnenfeld, Bepflanzungsplan",1.0,{'LOC': 1.0},"[Entity(""Rheineck,"", LOC, (9,18))]","[Entity(""Rheineck"", LOC, (9,17))]"
Skizze,,{},[],[]
,,{},[],[]
"Friedhoferweiterung Rheineck, Schmiedeisernes Tor",1.0,{'LOC': 1.0},"[Entity(""Rheineck,"", LOC, (20,29))]","[Entity(""Rheineck"", LOC, (20,28))]"
"Gartetn des Hrn. Dir. L. Sauter Ermatingen, Arbeitsplan",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Sauter"", PER, (25,31)), Entity(""Ermatingen,"", LOC, (32,43))]","[Entity(""Hrn. Dir. L. Sauter"", PER, (12,31)), Entity(""Ermatingen"", LOC, (32,42))]"
"Garten des Herrn E. Wüthrich, Steinebrunn, Bepflanzungsplan für das Rosenbeet",0.16666666666666666,"{'PER': 0.3333333333333333, 'LOC': 0.0}","[Entity(""Herrn"", PER, (11,16)), Entity(""Wüthrich,"", PER, (20,29))]","[Entity(""Herrn E. Wüthrich"", PER, (11,28)), Entity(""Steinebrunn"", LOC, (30,41))]"
Grundrissskizze,,{},[],[]
Grundrissskizze,,{},[],[]
"Herrn Dir. L. Sauter Ermatingen, Skizze der Einfahrts-Partie",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Herrn"", PER, (0,5)), Entity(""Sauter"", PER, (14,20)), Entity(""Ermatingen,"", LOC, (21,32))]","[Entity(""Herrn Dir. L. Sauter"", PER, (0,20)), Entity(""Ermatingen"", LOC, (21,31))]"
Skizze,,{},[],[]
"Bahnhofpark Appenzell, Bepflanzung der Grünanlage vor der Bank",0.0,{'LOC': 0.0},[],"[Entity(""Appenzell"", LOC, (12,21))]"
"Garten des Herrn Dir. Satuer Mannenbach, Bepflanzung für den Blumengarten",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Herrn"", PER, (11,16)), Entity(""Satuer"", PER, (22,28)), Entity(""Mannenbach,"", PER, (29,40))]","[Entity(""Herrn Dir. Satuer"", PER, (11,28)), Entity(""Mannenbach"", LOC, (29,39))]"
"Garten des Hrn. H. Kürschner St. Gallen, Plattenbelag beim Sitzplatz auf der Ostseite",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Kürschner"", PER, (19,28)), Entity(""Gallen,"", LOC, (33,40))]","[Entity(""Hrn. H. Kürschner"", PER, (11,28)), Entity(""St. Gallen"", LOC, (29,39))]"
"Herrn O. Konrad, Hotel Bahnhof, Romanshorn, Gartenwirtschaft",0.16666666666666666,"{'PER': 0.3333333333333333, 'LOC': 0.0}","[Entity(""Herrn"", PER, (0,5)), Entity(""Konrad,"", PER, (9,16)), Entity(""Romanshorn,"", LOC, (32,43))]","[Entity(""Herrn O. Konrad"", PER, (0,15)), Entity(""Hotel Bahnhof, Romanshorn"", LOC, (17,42))]"
Friedhof Salmsach Kinderfeld,0.0,{'LOC': 0.0},"[Entity(""Salmsach"", LOC, (9,17)), Entity(""Kinderfeld"", LOC, (18,28))]","[Entity(""Salmsach"", LOC, (9,17))]"
"Anstalt Bernrain, Kreuzlingen, Profile",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Bernrain,"", PER, (8,17)), Entity(""Kreuzlingen,"", LOC, (18,30))]","[Entity(""Kreuzlingen"", LOC, (18,29))]"
Garten von Frau H. Biger-Egloff Biglen Umänderung der Staudenrabatte,0.6666666666666666,"{'PER': 0.3333333333333333, 'LOC': 1.0}","[Entity(""Frau"", PER, (11,15)), Entity(""Biger-Egloff"", PER, (19,31)), Entity(""Biglen"", LOC, (32,38))]","[Entity(""Frau H. Biger-Egloff"", PER, (11,31)), Entity(""Biglen"", LOC, (32,38))]"
Schulhaus Kirchberg,1.0,{'LOC': 1.0},"[Entity(""Kirchberg"", LOC, (10,19))]","[Entity(""Kirchberg"", LOC, (10,19))]"
"Grünanlage + Kinderspielplatz Weiher, Arbon",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Weiher,"", PER, (30,37)), Entity(""Arbon"", LOC, (38,43))]","[Entity(""Arbon"", LOC, (38,43))]"
"Gemeinde Wattwil / Liegenschaft Schönegg, Skizze für den Plattenbelag / Sitzplatz, Blumengarten",1.0,{'LOC': 1.0},"[Entity(""Wattwil"", LOC, (9,16))]","[Entity(""Wattwil"", LOC, (9,16))]"
Strandbad Hörnli Kreuzlingen,1.0,{'LOC': 1.0},"[Entity(""Kreuzlingen"", LOC, (17,28))]","[Entity(""Kreuzlingen"", LOC, (17,28))]"
Skizze,,{},[],[]
"St.Gallische Austellung Abteil, Gartenbau",,{},[],[]
Skizze,,{},[],[]
"Garten des Hrn. O. Leutenegger Sirnach, Bepflanzung der Staudenrabatten",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Leutenegger"", PER, (19,30)), Entity(""Sirnach,"", LOC, (31,39))]","[Entity(""Hrn. O. Leutenegger"", PER, (11,30)), Entity(""Sirnach"", LOC, (31,38))]"
"Friedhof Altstätten / Kath. Teil 2. Bauetappe  Sammelschächte in Z. Steinen, Details",0.0,{'LOC': 0.0},[],"[Entity(""Altstätten"", LOC, (9,19))]"
"Frau Schläpfer-Rothmund, Teufen, Gartengestaltung, Arbeitsplan",1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Frau"", PER, (0,4)), Entity(""Schläpfer-Rothmund,"", PER, (5,24)), Entity(""Teufen,"", LOC, (25,32))]","[Entity(""Frau Schläpfer-Rothmund"", PER, (0,23)), Entity(""Teufen"", LOC, (25,31))]"
"Garten des Hrn. Locher, Oberegg, Treppensituation",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Locher,"", PER, (16,23))]","[Entity(""Hrn. Locher"", PER, (11,22)), Entity(""Oberegg"", LOC, (24,31))]"
Garten für Herrn E. Egolf - Enz Weinfelden - Magdenau,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Herrn"", PER, (11,16)), Entity(""Egolf"", PER, (20,25)), Entity(""-"", PER, (26,27)), Entity(""Enz"", PER, (28,31)), Entity(""Weinfelden"", LOC, (32,42))]","[Entity(""Herrn E. Egolf"", PER, (11,25)), Entity(""Magdenau"", LOC, (45,53))]"
"Herrn E. Huber, Vorschlag für die Umgestaltung der Gärten bei den Liegenschaften in Horn",0.6666666666666666,"{'PER': 0.3333333333333333, 'LOC': 1.0}","[Entity(""Herrn"", PER, (0,5)), Entity(""Huber,"", PER, (9,15)), Entity(""Horn"", LOC, (84,88))]","[Entity(""Herrn E. Huber"", PER, (0,14)), Entity(""Horn"", LOC, (84,88))]"
"Schulgemeinde Romanshorn, Vorschläge für die Pflanzung zwischen Pestalozzi und Sekundarschulhaus",1.0,{'LOC': 1.0},"[Entity(""Romanshorn,"", LOC, (14,25))]","[Entity(""Romanshorn"", LOC, (14,24))]"
Skizze,,{},[],[]
"Garten des Herrn M. Hartmann, Heiden, Arbeitsplan",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Herrn"", PER, (11,16)), Entity(""Hartmann,"", PER, (20,29)), Entity(""Heiden,"", PER, (30,37))]","[Entity(""Herrn M. Hartmann"", PER, (11,28)), Entity(""Heiden"", LOC, (30,36))]"
"Situationsplan, Gemeinde Turbenthal",1.0,{'LOC': 1.0},"[Entity(""Turbenthal"", LOC, (25,35))]","[Entity(""Turbenthal"", LOC, (25,35))]"
"Garten des Herrn Max Hartmann Heiden, Genereller Vorschlag",0.3333333333333333,"{'PER': 0.6666666666666666, 'LOC': 0.0}","[Entity(""Herrn"", PER, (11,16)), Entity(""Max"", PER, (17,20)), Entity(""Hartmann"", PER, (21,29)), Entity(""Heiden,"", PER, (30,37))]","[Entity(""Herrn Max Hartmann"", PER, (11,29)), Entity(""Heiden"", LOC, (30,36))]"
"Gartenanlage des Herrn P. Schubert Uttwil, Eingang Portal",0.6666666666666666,"{'PER': 0.3333333333333333, 'LOC': 1.0}","[Entity(""Herrn"", PER, (17,22)), Entity(""Schubert"", PER, (26,34)), Entity(""Uttwil,"", LOC, (35,42))]","[Entity(""Herrn P. Schubert"", PER, (17,34)), Entity(""Uttwil"", LOC, (35,41))]"
Grundrissskizze,,{},[],[]
Evang. Pfarrgarten Romanshorn,1.0,{'LOC': 1.0},"[Entity(""Romanshorn"", LOC, (19,29))]","[Entity(""Romanshorn"", LOC, (19,29))]"
"Lilienberg Ermatingen, Badgarten/Bepflanzung",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Lilienberg"", PER, (0,10)), Entity(""Ermatingen,"", LOC, (11,22))]","[Entity(""Ermatingen"", LOC, (11,21))]"
Villa Felice Minusio,0.0,{'LOC': 0.0},"[Entity(""Minusio"", LOC, (13,20))]",[]
Parkanlage Hotel Uetliberg J.A. Landry,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Landry"", PER, (32,38))]","[Entity(""Uetliberg"", LOC, (17,26))]"
"Erweiterung der Parkanlagen des Herrn E. Gessner- Heusser, Seidenfabrikant",0.5,{'PER': 0.5},"[Entity(""Herrn"", PER, (32,37)), Entity(""Gessner-"", PER, (41,49)), Entity(""Heusser,"", PER, (50,58))]","[Entity(""Herrn E. Gessner- Heusser"", PER, (32,57))]"
"Erweiterung der Parkanlagen des Herrn E. Gessner- Heusser, Seidenfabrikant",0.5,{'PER': 0.5},"[Entity(""Herrn"", PER, (32,37)), Entity(""Gessner-"", PER, (41,49)), Entity(""Heusser,"", PER, (50,58))]","[Entity(""Herrn E. Gessner- Heusser"", PER, (32,57))]"
Parkanlagen für Herrn Karl Sulzer-Schmid in Winterthur,1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Herrn"", PER, (16,21)), Entity(""Karl"", PER, (22,26)), Entity(""Sulzer-Schmid"", PER, (27,40)), Entity(""Winterthur"", LOC, (44,54))]","[Entity(""Herrn Karl Sulzer-Schmid"", PER, (16,40)), Entity(""Winterthur"", LOC, (44,54))]"
Badhaus Krämerstein,,{},[],[]
Auf dem Kreuzbühl,0.0,{'LOC': 0.0},"[Entity(""Kreuzbühl"", LOC, (8,17))]",[]
Projekt zur Umgestaltung des Hausgartens von Herrn Dir. G. Sieber-Van Oordt Balsthal,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Herrn"", PER, (45,50)), Entity(""Sieber-Van"", PER, (59,69)), Entity(""Oordt"", LOC, (70,75)), Entity(""Balsthal"", LOC, (76,84))]","[Entity(""Herrn Dir. G. Sieber-Van Oordt"", PER, (45,75)), Entity(""Balsthal"", LOC, (76,84))]"
