title,accuracy,entity_accuracy,predictions,targets
Herr und Frau Ungemach Schnitt-Ansicht 1:10 Sandsteinmauer,0.6666666666666666,"{'CLT': 0.6666666666666666, 'LOC': 0.0, 'MST': 1.0}","[Entity(""Ungemach"", CLT, (14,22)), Entity(""Schnitt-Ansicht"", CLT, (23,38)), Entity(""1:10"", MST, (39,43)), Entity(""Sandsteinmauer"", LOC, (44,58))]","[Entity(""Herr und Frau Ungemach"", CLT, (0,22)), Entity(""1:10"", MST, (39,43))]"
Garten Familie Steiner Neugestaltung Grundriss,0.5,"{'CLT': 0.6666666666666666, 'LOC': 0.0}","[Entity(""Steiner"", CLT, (15,22)), Entity(""Neugestaltung"", CLT, (23,36)), Entity(""Grundriss"", LOC, (37,46))]","[Entity(""Familie Steiner"", CLT, (7,22))]"
Garten Umgestaltung Studie 1:200,0.6666666666666666,"{'LOC': 0.0, 'MST': 1.0}","[Entity(""Umgestaltung"", LOC, (7,19)), Entity(""1:200"", MST, (27,32))]","[Entity(""1:200"", MST, (27,32))]"
55 - Garten Gertsch Dietikon Skizze 1:100 8.3.82 N.,0.6,"{'CLT': 0.6666666666666666, 'LOC': 0.5, 'DATE': 0.0, 'MST': 1.0}","[Entity(""Garten"", CLT, (5,11)), Entity(""Gertsch"", CLT, (12,19)), Entity(""Dietikon"", LOC, (20,28)), Entity(""1:100"", MST, (36,41)), Entity(""8.3.82"", LOC, (42,48)), Entity(""N."", LOC, (49,51))]","[Entity(""Gertsch"", CLT, (12,19)), Entity(""Dietikon"", LOC, (20,28)), Entity(""1:100"", MST, (36,41)), Entity(""8.3.82"", DATE, (42,48))]"
Grundrissskizze Hrn. Dr. Mönchner Vogelperspektive 1:100,1.3333333333333333,"{'CLT': 1.5, 'MST': 1.0}","[Entity(""Hrn."", CLT, (16,20)), Entity(""Dr."", CLT, (21,24)), Entity(""Mönchner"", CLT, (25,33)), Entity(""1:100"", MST, (51,56))]","[Entity(""Hrn. Dr. Mönchner"", CLT, (16,33)), Entity(""1:100"", MST, (51,56))]"
Heckenplan Grundstück Köster Mörschwil,1.0,"{'CLT': 1.0, 'LOC': 1.0}","[Entity(""Köster"", CLT, (22,28)), Entity(""Mörschwil"", LOC, (29,38))]","[Entity(""Köster"", CLT, (22,28)), Entity(""Mörschwil"", LOC, (29,38))]"
"E. Cramer Gartenarchitekt, Wetzikon 2.5.62",0.0,"{'CLT': 0.0, 'DATE': 0.0, 'MST': 0.0, 'CLOC': 0.0}","[Entity(""Cramer"", CLT, (3,9)), Entity(""Gartenarchitekt,"", CLT, (10,26)), Entity(""2.5.62"", MST, (36,42))]","[Entity(""Wetzikon"", CLOC, (27,35)), Entity(""2.5.62"", DATE, (36,42))]"
"Garten Hr. Schuler, Bonstetten",0.8,"{'CLT': 0.6666666666666666, 'LOC': 1.0}","[Entity(""Hr."", CLT, (7,10)), Entity(""Schuler,"", CLT, (11,19)), Entity(""Bonstetten"", LOC, (20,30))]","[Entity(""Hr. Schuler"", CLT, (7,18)), Entity(""Bonstetten"", LOC, (20,30))]"
Skizze Gartenplanung Eichhof 1:250,0.5,"{'LOC': 0.0, 'MST': 1.0}","[Entity(""Gartenplanung"", LOC, (7,20)), Entity(""1:250"", MST, (29,34))]","[Entity(""Eichhof"", LOC, (21,28)), Entity(""1:250"", MST, (29,34))]"
"Hof Frau Dr. lic. iur. Lepek Wettswil, 1:50",1.3333333333333333,"{'CLT': 1.6666666666666667, 'LOC': 0.0, 'MST': 1.0}","[Entity(""Frau"", CLT, (4,8)), Entity(""Dr."", CLT, (9,12)), Entity(""lic."", CLT, (13,17)), Entity(""iur."", CLT, (18,22)), Entity(""Lepek"", CLT, (23,28)), Entity(""1:50"", MST, (39,43))]","[Entity(""Frau Dr. lic. iur. Lepek"", CLT, (4,28)), Entity(""Wettswil"", LOC, (29,37)), Entity(""1:50"", MST, (39,43))]"
"Anwesen Ruprecht, Uznach",0.5,"{'CLT': 0.0, 'LOC': 1.0}","[Entity(""Ruprecht,"", CLT, (8,17)), Entity(""Uznach"", LOC, (18,24))]","[Entity(""Ruprecht"", CLT, (8,16)), Entity(""Uznach"", LOC, (18,24))]"
Herrn. W. R. Meister Zollikon Gartenhaus Grundriss + Fassade Mst. 1:20,0.7692307692307692,"{'CLT': 1.3333333333333335, 'LOC': 0.0, 'MST': 1.0}","[Entity(""Herrn."", CLT, (0,6)), Entity(""W."", CLT, (7,9)), Entity(""R."", CLT, (10,12)), Entity(""Meister"", CLT, (13,20)), Entity(""Zollikon"", CLT, (21,29)), Entity(""Gartenhaus"", LOC, (30,40)), Entity(""Grundriss"", LOC, (41,50)), Entity(""+"", LOC, (51,52)), Entity(""Fassade"", LOC, (53,60)), Entity(""1:20"", MST, (66,70))]","[Entity(""Herrn. W. R. Meister"", CLT, (0,20)), Entity(""Zollikon"", LOC, (21,29)), Entity(""Mst. 1:20"", MST, (61,70))]"
Vorschlag Hof 1:200,1.0,{'MST': 1.0},"[Entity(""1:200"", MST, (14,19))]","[Entity(""1:200"", MST, (14,19))]"
12.10.1955,0.0,"{'DATE': 0.0, 'CLOC': 0.0}","[Entity(""12.10.1955"", CLOC, (0,10))]","[Entity(""12.10.1955"", DATE, (0,10))]"
"Zürich, 6.12.1946",0.0,"{'DATE': 0.0, 'CLOC': 0.0}","[Entity(""Zürich,"", CLOC, (0,7)), Entity(""6.12.1946"", CLOC, (8,17))]","[Entity(""Zürich"", CLOC, (0,6)), Entity(""6.12.1946"", DATE, (8,17))]"
Plan-Skizze Nr. 3773,0.0,{'LOC': 0.0},"[Entity(""Nr."", LOC, (12,15)), Entity(""3773"", LOC, (16,20))]",[]
6-Familienhaus für Hrn. W. Sommer Kleinkirche Wallisellen 1:50,0.8888888888888888,"{'CLT': 1.2, 'LOC': 0.0, 'MST': 1.0}","[Entity(""für"", CLT, (15,18)), Entity(""Hrn."", CLT, (19,23)), Entity(""W."", CLT, (24,26)), Entity(""Sommer"", CLT, (27,33)), Entity(""Kleinkirche"", LOC, (34,45)), Entity(""1:50"", MST, (58,62))]","[Entity(""Hrn. W. Sommer"", CLT, (19,33)), Entity(""Wallisellen"", LOC, (46,57)), Entity(""1:50"", MST, (58,62))]"
Gestaltung der Umgebung zum Uhrenfabrik-Neubau von Herrn W. Triebold in Rheinfelden,1.142857142857143,"{'CLT': 1.2, 'LOC': 1.0}","[Entity(""von"", CLT, (47,50)), Entity(""Herrn"", CLT, (51,56)), Entity(""W."", CLT, (57,59)), Entity(""Triebold"", CLT, (60,68)), Entity(""Rheinfelden"", LOC, (72,83))]","[Entity(""Herrn W. Triebold"", CLT, (51,68)), Entity(""Rheinfelden"", LOC, (72,83))]"
Bepflanzungsplan für eine Staudenrabatte im Garten von Hr. A. Stoll-Benstz in Koblenz,1.142857142857143,"{'CLT': 1.2, 'LOC': 1.0}","[Entity(""von"", CLT, (51,54)), Entity(""Hr."", CLT, (55,58)), Entity(""A."", CLT, (59,61)), Entity(""Stoll-Benstz"", CLT, (62,74)), Entity(""Koblenz"", LOC, (78,85))]","[Entity(""Hr. A. Stoll-Benstz"", CLT, (55,74)), Entity(""Koblenz"", LOC, (78,85))]"
"Zürich, 27.3.46. Plan-Nr. 3638 1:50",0.3333333333333333,"{'CLT': 0.0, 'DATE': 0.0, 'MST': 1.0, 'CLOC': 0.0}","[Entity(""27.3.46."", CLT, (8,16)), Entity(""Plan-Nr."", CLT, (17,25)), Entity(""1:50"", MST, (31,35))]","[Entity(""1:50"", MST, (31,35)), Entity(""Zürich"", CLOC, (0,6)), Entity(""27.3.46."", DATE, (8,16))]"
Gestaltung des Landhausgartens von Herrn F. Meier in Wil Vorprojekt 1:100,1.142857142857143,"{'CLT': 1.3333333333333333, 'LOC': 1.0, 'MST': 1.0}","[Entity(""F."", CLT, (41,43)), Entity(""Meier"", CLT, (44,49)), Entity(""Wil"", LOC, (53,56)), Entity(""1:100"", MST, (68,73))]","[Entity(""Herrn F. Meier"", CLT, (35,49)), Entity(""Wil"", LOC, (53,56)), Entity(""1:100"", MST, (68,73))]"
Überbauung Dübendorf Projekt zur Gestaltung der Gärten,0.0,{'LOC': 0.0},"[Entity(""Gärten"", LOC, (48,54))]","[Entity(""Dübendorf"", LOC, (11,20))]"
MSTB. 1:100,1.0,{'MST': 1.0},"[Entity(""1:100"", MST, (6,11))]","[Entity(""1:100"", MST, (6,11))]"
"Turnhalle & Schulhaus an der Felssstrasse, Zürich 4.",1.3333333333333333,{'LOC': 1.3333333333333333},"[Entity(""Zürich"", LOC, (43,49)), Entity(""4."", LOC, (50,52))]","[Entity(""Felssstrasse, Zürich 4."", LOC, (29,52))]"
"Bepflanzungs-Skizze zum Garten von Herrn Arch. Rüegg, Stauffacherstr. 4 St. Gallen Masse ohne Gewähr!",0.5454545454545455,"{'CLT': 0.33333333333333337, 'LOC': 0.8}","[Entity(""Arch."", CLT, (41,46)), Entity(""Rüegg,"", CLT, (47,53)), Entity(""Stauffacherstr."", LOC, (54,69)), Entity(""4"", LOC, (70,71)), Entity(""St."", CLT, (72,75)), Entity(""Gallen"", CLT, (76,82)), Entity(""Masse"", CLT, (83,88)), Entity(""ohne"", LOC, (89,93)), Entity(""Gewähr!"", LOC, (94,101))]","[Entity(""Herrn Arch. Rüegg"", CLT, (35,52)), Entity(""Stauffacherstr. 4 St. Gallen"", LOC, (54,82))]"
Zürich 11.5.46,0.0,"{'DATE': 0.0, 'CLOC': 0.0}",[],"[Entity(""Zürich"", CLOC, (0,6)), Entity(""11.5.46"", DATE, (7,14))]"
Projekt zur Umgestaltung des Gartens von Herrn Dir. Meier-Bolliger Alte Landstrasse 104 Küsnacht,1.5,"{'CLT': 1.3333333333333333, 'LOC': 1.6}","[Entity(""Dir."", CLT, (47,51)), Entity(""Meier-Bolliger"", CLT, (52,66)), Entity(""Alte"", LOC, (67,71)), Entity(""Landstrasse"", LOC, (72,83)), Entity(""104"", LOC, (84,87)), Entity(""Küsnacht"", LOC, (88,96))]","[Entity(""Herrn Dir. Meier-Bolliger"", CLT, (41,66)), Entity(""Alte Landstrasse 104 Küsnacht"", LOC, (67,96))]"
Masstab 1:50,1.0,{'MST': 1.0},"[Entity(""1:50"", MST, (8,12))]","[Entity(""1:50"", MST, (8,12))]"
Garten von Herrn R. Ober Küsnacht,1.2,"{'CLT': 1.3333333333333333, 'LOC': 1.0}","[Entity(""R."", CLT, (17,19)), Entity(""Ober"", CLT, (20,24)), Entity(""Küsnacht"", LOC, (25,33))]","[Entity(""Herrn R. Ober"", CLT, (11,24)), Entity(""Küsnacht"", LOC, (25,33))]"
"Ritterhaus Uerikon Umgebung, M = 1:200",0.4,"{'CLT': 0.0, 'LOC': 0.0, 'MST': 1.0}","[Entity(""Uerikon"", CLT, (11,18)), Entity(""Umgebung,"", CLT, (19,28)), Entity(""1:200"", MST, (33,38))]","[Entity(""Uerikon"", LOC, (11,18)), Entity(""1:200"", MST, (33,38))]"
Projekt zur Gestaltung des Gartens von Herrn R. Ober-Ganter Küsnacht,1.2,"{'CLT': 1.3333333333333333, 'LOC': 1.0}","[Entity(""R."", CLT, (45,47)), Entity(""Ober-Ganter"", CLT, (48,59)), Entity(""Küsnacht"", LOC, (60,68))]","[Entity(""Herrn R. Ober-Ganter"", CLT, (39,59)), Entity(""Küsnacht"", LOC, (60,68))]"
Masstab 1:100,1.0,{'MST': 1.0},"[Entity(""1:100"", MST, (8,13))]","[Entity(""1:100"", MST, (8,13))]"
"Siedlung Lehnhalde St. Gallen, Projekt zur Gestaltung der Gärten",0.0,"{'CLT': 0.0, 'LOC': 0.0}","[Entity(""Lehnhalde"", CLT, (9,18)), Entity(""St."", CLT, (19,22)), Entity(""Gallen,"", CLT, (23,30)), Entity(""Projekt"", LOC, (31,38)), Entity(""Gärten"", LOC, (58,64))]","[Entity(""St. Gallen"", LOC, (19,29))]"
Siedlung Lehnhalde St. Gallen - Bruggen Typ F Haus III Neue Lösung der Nödrlichen Eingangspartie,0.0,"{'CLT': 0.0, 'LOC': 0.0}","[Entity(""Lehnhalde"", CLT, (9,18)), Entity(""St."", CLT, (19,22)), Entity(""Gallen"", CLT, (23,29)), Entity(""-"", CLT, (30,31)), Entity(""Bruggen"", CLT, (32,39)), Entity(""Typ"", CLT, (40,43)), Entity(""F"", LOC, (44,45)), Entity(""Haus"", LOC, (46,50)), Entity(""III"", LOC, (51,54)), Entity(""Neue"", LOC, (55,59)), Entity(""Lösung"", LOC, (60,66)), Entity(""Eingangspartie"", LOC, (82,96))]","[Entity(""St. Gallen - Bruggen"", LOC, (19,39))]"
Situation mit Profilen 1:500 Plan 245/25 28.5.45 Siedlung Sandacker,0.25,"{'LOC': 0.0, 'DATE': 0.0, 'MST': 1.0}","[Entity(""1:500"", MST, (23,28)), Entity(""Plan"", LOC, (29,33)), Entity(""245/25"", LOC, (34,40)), Entity(""28.5.45"", LOC, (41,48)), Entity(""Siedlung"", LOC, (49,57)), Entity(""Sandacker"", LOC, (58,67))]","[Entity(""1:500"", MST, (23,28)), Entity(""28.5.45"", DATE, (41,48))]"
Bebauungs-Skizze M = 1:500 Für Gelände Mertens in Feldmeilen,0.5714285714285715,"{'LOC': 0.4, 'MST': 1.0}","[Entity(""1:500"", MST, (21,26)), Entity(""Für"", LOC, (27,30)), Entity(""Gelände"", LOC, (31,38)), Entity(""Mertens"", LOC, (39,46)), Entity(""Feldmeilen"", LOC, (50,60))]","[Entity(""Feldmeilen"", LOC, (50,60)), Entity(""1:500"", MST, (21,26))]"
"Friedhofanlage in Herrliberg Abdankungshalle und Nebenräume, Skizze Fassaden M. 1:100",0.4444444444444445,"{'CLT': 0.0, 'LOC': 0.4, 'MST': 1.0}","[Entity(""Herrliberg"", LOC, (18,28)), Entity(""Abdankungshalle"", CLT, (29,44)), Entity(""und"", CLT, (45,48)), Entity(""Nebenräume,"", LOC, (49,60)), Entity(""Skizze"", LOC, (61,67)), Entity(""Fassaden"", LOC, (68,76)), Entity(""1:100"", MST, (80,85))]","[Entity(""Herrliberg"", LOC, (18,28)), Entity(""1:100"", MST, (80,85))]"
Baugenossenschaft Vitasana 6 Doppel-Mehrfamilienhäuser an der Wallisellen-Privatstrasse ZCH. Gestaltung der Gärten,0.0,"{'CLT': 0.0, 'LOC': 0.0}","[Entity(""Vitasana"", LOC, (18,26)), Entity(""6"", LOC, (27,28)), Entity(""Doppel-Mehrfamilienhäuser"", LOC, (29,54)), Entity(""ZCH."", CLT, (88,92)), Entity(""Gestaltung"", LOC, (93,103)), Entity(""Gärten"", LOC, (108,114))]","[Entity(""Wallisellen-Privatstrasse"", LOC, (62,87))]"
Vorschlag zur Gestaltung der Umgebung des Kinderhorts A.D. Feldblumenstrasse 28 Zürich-Altstetten,0.8,"{'CLT': 0.0, 'LOC': 1.3333333333333333}","[Entity(""A.D."", CLT, (54,58)), Entity(""Feldblumenstrasse"", CLT, (59,76)), Entity(""28"", LOC, (77,79)), Entity(""Zürich-Altstetten"", LOC, (80,97))]","[Entity(""Feldblumenstrasse 28 Zürich-Altstetten"", LOC, (59,97))]"
Textilwerke Bäch AG Bepflanzungsskizze zur Umgebung bei der Lagerhalle,0.4,"{'CLT': 0.6666666666666666, 'LOC': 0.0}","[Entity(""AG"", CLT, (17,19)), Entity(""Bepflanzungsskizze"", CLT, (20,38)), Entity(""Lagerhalle"", LOC, (60,70))]","[Entity(""Textilwerke Bäch AG"", CLT, (0,19)), Entity(""Bäch"", LOC, (12,16))]"
