title,accuracy,entity_accuracy,predictions,targets
Wettbewerb / Sportanlage Situation,0.0,{'MISC': 0.0},"[Entity(""Sportanlage Situation"", MISC, (13,34))]",[]
Conditorei - Tee Raum / Gartenterrasse / Grundriss,0.0,{'LOC': 0.0},"[Entity(""Conditorei"", LOC, (0,10))]",[]
Umgebung 2. Bauetappe,,{},[],[]
Profile 2. Etappe,0.0,{'PER': 0.0},"[Entity(""Profile"", PER, (0,7))]",[]
Umgebung,,{},[],[]
Kirche Bettlach,1.0,{'LOC': 1.0},"[Entity(""Bettlach"", LOC, (7,15))]","[Entity(""Bettlach"", LOC, (7,15))]"
Ausführung / ohne Titel,,{},[],[]
ohne Titel,,{},[],[]
Personalhaus,0.0,{'PER': 0.0},"[Entity(""Personalhaus"", PER, (0,12))]",[]
Farbgebung an Wänden,,{},[],[]
ohne Titel,,{},[],[]
Details öffentlicher Brunnen / ohne Titel,,{},[],[]
Sitzbänke aus Granit Detailplan,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Sitzbänke"", PER, (0,9)), Entity(""Detailplan"", LOC, (21,31))]",[]
Eingangshof Detail,0.0,{'ORG': 0.0},"[Entity(""Eingangshof Detail"", ORG, (0,18))]",[]
ohne Titel,,{},[],[]
Bepflanzung Hof,,{},[],[]
Aussenbeleuchtung,,{},[],[]
"Golfclub Patriziale, Ascona / ohne Titel",0.0,{'PER': 0.0},"[Entity(""Golfclub Patriziale"", PER, (0,19)), Entity(""Ascona"", PER, (21,27))]",[]
Cramer / diverse Negative,1.0,{'PER': 1.0},"[Entity(""Cramer"", PER, (0,6))]","[Entity(""Cramer"", PER, (0,6))]"
"Burchard, Frau E.",0.3333333333333333,{'PER': 0.3333333333333333},"[Entity(""Burchard"", PER, (0,8)), Entity(""E."", PER, (15,17))]","[Entity(""Burchard, Frau E."", PER, (0,17))]"
Freies Gymnasium,0.0,{'ORG': 0.0},"[Entity(""Freies Gymnasium"", ORG, (0,16))]",[]
Schulgarten,0.0,{'ORG': 0.0},"[Entity(""Schulgarten"", ORG, (0,11))]",[]
Treppe Entfelderstrasse - Hauptplatz,0.0,{'LOC': 0.0},"[Entity(""Treppe"", LOC, (0,6)), Entity(""Entfelderstrasse"", LOC, (7,23)), Entity(""Hauptplatz"", LOC, (26,36))]","[Entity(""Entfelderstrasse"", LOC, (7,23))]"
Umgebung,,{},[],[]
Garagenzufahrt,,{},[],[]
Garagenzufahrt,,{},[],[]
Altersbauten Spitalackerpark / Erdgeschoss Situation,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Spitalackerpark"", PER, (13,28))]","[Entity(""Spitalackerpark"", LOC, (13,28))]"
"Proebster, Herrn Dr. W.E.",0.0,{'PER': 0.0},[],"[Entity(""Proebster, Herrn Dr. W.E."", PER, (0,25))]"
Dias Überbauung Homberg,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Dias Überbauung Homberg"", PER, (0,23))]","[Entity(""Homberg"", LOC, (16,23))]"
Kirchengemeindezentrum Töss,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Kirchengemeindezentrum Töss"", PER, (0,27))]","[Entity(""Töss"", LOC, (23,27))]"
"Hischmann, Herrn R.",1.0,{'PER': 1.0},"[Entity(""Hischmann"", PER, (0,9)), Entity(""Herrn R."", PER, (11,19))]","[Entity(""Hischmann, Herrn R."", PER, (0,19))]"
Friedhof und Kirche Fehraltorf / ohne Titel,0.0,{'LOC': 0.0},[],"[Entity(""Fehraltorf"", LOC, (20,30))]"
Neue Terraingestaltung,,{},[],[]
Lehrerinnenseminar Bernarda,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Lehrerinnenseminar Bernarda"", PER, (0,27))]","[Entity(""Bernarda"", LOC, (19,27))]"
Dibona AG,0.0,{'ORG': 0.0},"[Entity(""Dibona AG"", ORG, (0,9))]",[]
ohne Titel,,{},[],[]
ohne Titel,,{},[],[]
"Hodel, Herrn J.",0.3333333333333333,{'PER': 0.3333333333333333},"[Entity(""Herrn J."", PER, (7,15))]","[Entity(""Hodel, Herrn J."", PER, (0,15))]"
Post Vaduz,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Post Vaduz"", PER, (0,10))]","[Entity(""Vaduz"", LOC, (5,10))]"
Abänderung Vorschlag B 1,,{},[],[]
"Spirig, Herrn Dr. Hugo",0.0,{'PER': 0.0},[],"[Entity(""Spirig, Herrn Dr. Hugo"", PER, (0,22))]"
Gartengrundriss,0.0,{'ORG': 0.0},"[Entity(""Gartengrundriss"", ORG, (0,15))]",[]
"Rohr, Herrn W.",0.0,{'PER': 0.0},[],"[Entity(""Rohr, Herrn W."", PER, (0,14))]"
Projektierungsgrundlage für eine Abdankungshalle,,{},[],[]
Landhaus / Hofgestaltung + Kanalisation,,{},[],[]
Granittisch 2 Konsolen,0.0,{'MISC': 0.0},"[Entity(""Granittisch"", MISC, (0,11))]",[]
ohne Titel,,{},[],[]
Bank aus Mägenwiler Muschelkalk,,{},[],[]
Ansicht West / Süd,0.0,{'MISC': 0.0},"[Entity(""Ansicht West /"", MISC, (0,14))]",[]
Schnitt,,{},[],[]
ohne Titel,,{},[],[]
Rationeller Wohnungs und Siedlungsbau / Neupflanzung / Pflanzschema,0.0,{'PER': 0.0},"[Entity(""Rationeller Wohnungs"", PER, (0,20))]",[]
Gartengrundriss,0.0,{'ORG': 0.0},"[Entity(""Gartengrundriss"", ORG, (0,15))]",[]
Grabpflanzung / Waldfriedhof Schaffhausen,0.0,{'LOC': 0.0},[],"[Entity(""Schaffhausen"", LOC, (29,41))]"
,,{},[],[]
,,{},[],[]
Garten des Herrn Hans Löw-Villars Oberaach Detailplan für Plattenwege im Schattengarten,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Hans Löw-Villars Oberaach Detailplan"", PER, (17,53))]","[Entity(""Herrn Hans Löw-Villars"", PER, (11,33)), Entity(""Oberaach"", LOC, (34,42))]"
Bauplatz Franzoni,0.0,{'PER': 0.0},"[Entity(""Bauplatz Franzoni"", PER, (0,17))]","[Entity(""Franzoni"", PER, (9,17))]"
"Projekt für die Gartenanlage des Herrn Direktor, Fessler- u. Muralt, Zürich",0.5,"{'LOC': 1.0, 'PER': 0.0}","[Entity(""Zürich"", LOC, (69,75))]","[Entity(""Herrn Direktor, Fessler- u. Muralt"", PER, (33,67)), Entity(""Zürich"", LOC, (69,75))]"
Garten des Herrn H. Löw Oberaach Bepflanzung des Vorgartens,0.0,"{'LOC': 0.0, 'PER': 0.0}",[],"[Entity(""Herrn H. Löw"", PER, (11,23)), Entity(""Oberaach"", LOC, (24,32))]"
"Evang. Kirchgemeinde Romanshorn, Pfarrgarten 3, Vorschlag für die Umgestaltung",0.0,{'LOC': 0.0},"[Entity(""Evang"", LOC, (0,5)), Entity(""Romanshorn"", LOC, (21,31)), Entity(""Pfarrgarten"", LOC, (33,44))]","[Entity(""Romanshorn"", LOC, (21,31))]"
Grundrissskizze,0.0,{'ORG': 0.0},"[Entity(""Grundrissskizze"", ORG, (0,15))]",[]
"Garten des Herrn Ad, Rüdisüli-Bruderer, Bühler, Vorschlag für den Hausgarten",0.0,{'PER': 0.0},[],"[Entity(""Herrn Ad, Rüdisüli-Bruderer, Bühler"", PER, (11,46))]"
"Landhaus von Herrn Max Schmidheiny-Glarner, Heerbrugg, Südfassade mit neuer Terrasse",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Landhaus von Herrn"", PER, (0,18)), Entity(""Max Schmidheiny-Glarner"", PER, (19,42)), Entity(""Heerbrugg"", PER, (44,53)), Entity(""Südfassade"", LOC, (55,65))]","[Entity(""Max Schmidheiny-Glarner"", PER, (19,42)), Entity(""Heerbrugg"", LOC, (44,53))]"
Grundrissskizze,0.0,{'ORG': 0.0},"[Entity(""Grundrissskizze"", ORG, (0,15))]",[]
"Garten des Herrn Dir. Griesser Aadorf, Bepflanzungsvorschlag für die Staudenrabatten",0.5,"{'LOC': 1.0, 'PER': 0.0}","[Entity(""Aadorf"", LOC, (31,37))]","[Entity(""Herrn Dir. Griesser"", PER, (11,30)), Entity(""Aadorf"", LOC, (31,37))]"
"Skizze, Garten des Herrn Dr. H. Mötteli",0.0,{'PER': 0.0},[],"[Entity(""Herrn Dr. H. Mötteli"", PER, (19,39))]"
"Garten des Herrn Dr. med. H. Odermatt, in Goldach, St. Gallen",0.5,"{'LOC': 1.0, 'PER': 0.0}","[Entity(""H. Odermatt"", PER, (26,37)), Entity(""Goldach"", LOC, (42,49)), Entity(""St. Gallen"", LOC, (51,61))]","[Entity(""Herrn Dr. med. H. Odermatt"", PER, (11,37)), Entity(""Goldach, St. Gallen"", LOC, (42,61))]"
"Garten von Frau Möriköfer-Müller Romanshorn, Arbeitsplan",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Möriköfer-Müller Romanshorn"", PER, (16,43)), Entity(""Arbeitsplan"", LOC, (45,56))]","[Entity(""Frau Möriköfer-Müller"", PER, (11,32)), Entity(""Romanshorn"", LOC, (33,43))]"
"Schloss Heerbrugg, Ideenskizze für die Abänderung beim Badegarten",0.0,{'LOC': 0.0},"[Entity(""Schloss Heerbrugg"", LOC, (0,17))]",[]
"Garten des Hrn. A. jetter, Rorschacherberg, Mauer- und Treppenpartie Ostseite",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Hrn. A. jetter"", LOC, (11,25)), Entity(""Rorschacherberg"", LOC, (27,42))]","[Entity(""Hrn. A. jetter"", PER, (11,25)), Entity(""Rorschacherberg"", LOC, (27,42))]"
Garten des Hrn E. Chytil Rorschach Arbeitsplan,0.0,"{'LOC': 0.0, 'PER': 0.0}",[],"[Entity(""Hrn E. Chytil"", PER, (11,24)), Entity(""Rorschach"", LOC, (25,34))]"
"Garten des Herrn Dr. Rusch-Hälg, St. Gallen, Generelles Projekt",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Herrn Dr. Rusch-Hälg"", LOC, (11,31)), Entity(""St. Gallen"", LOC, (33,43)), Entity(""Generelles"", LOC, (45,55))]","[Entity(""Herrn Dr. Rusch-Hälg"", PER, (11,31)), Entity(""St. Gallen"", LOC, (33,43))]"
Aluminiumwerke A.-G. Rorschach Vorschlag 1,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""A.-G. Rorschach"", PER, (15,30))]","[Entity(""Rorschach"", LOC, (21,30))]"
"Schloss Heerbrugg, Bes. Herr Oberst J. Schmidheiny, Eiserne Leiter im Bassin",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Schloss Heerbrugg"", LOC, (0,17)), Entity(""Bes"", LOC, (19,22)), Entity(""J. Schmidheiny"", PER, (36,50)), Entity(""Eiserne Leiter"", PER, (52,66)), Entity(""Bassin"", LOC, (70,76))]","[Entity(""Bes. Herr Oberst J. Schmidheiny"", PER, (19,50))]"
Garten Rorschach,1.0,{'LOC': 1.0},"[Entity(""Rorschach"", LOC, (7,16))]","[Entity(""Rorschach"", LOC, (7,16))]"
Garten des hrn. Burkhardt Rebenstrasse Arbon,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Burkhardt"", PER, (16,25)), Entity(""Arbon"", PER, (39,44))]","[Entity(""hrn. Burkhardt"", PER, (11,25)), Entity(""Rebenstrasse Arbon"", LOC, (26,44))]"
"Vonwil - Bau AG, Wohnblock Schillerstrasse/Salistrasse St. Gallen, Skizze für Grünstrefien längs Strasse",0.125,"{'LOC': 0.25, 'ORG': 0.0}","[Entity(""Vonwil"", LOC, (0,6)), Entity(""Wohnblock Schillerstrasse/"", ORG, (17,43)), Entity(""Salistrasse St. Gallen"", LOC, (43,65))]","[Entity(""Schillerstrasse/Salistrasse St. Gallen"", LOC, (27,65))]"
Aufnahme des Fels im Bassin,0.0,"{'LOC': 0.0, 'MISC': 0.0}","[Entity(""Aufnahme des Fels im"", MISC, (0,20)), Entity(""Bassin"", LOC, (21,27))]",[]
Schloss Heerbrugg Südterrasse mit Gartenhaus,0.0,{'PER': 0.0},"[Entity(""Heerbrugg Südterrasse"", PER, (8,29))]",[]
"Liegenschaften Mariabergstr. 39,41,43 Rorschach",0.0,{'LOC': 0.0},"[Entity(""Liegenschaften Mariabergstr"", LOC, (0,27)), Entity(""Rorschach"", LOC, (38,47))]","[Entity(""Mariabergstr. 39,41,43 Rorschach"", LOC, (15,47))]"
Schlossgut Bachtobel,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Bachtobel"", PER, (11,20))]","[Entity(""Bachtobel"", LOC, (11,20))]"
"Anlage des Herrn A. Raduner, Horn, Beerenobst Garten",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Horn"", LOC, (29,33)), Entity(""Beerenobst Garten"", LOC, (35,52))]","[Entity(""Herrn A. Raduner"", PER, (11,27)), Entity(""Horn"", LOC, (29,33))]"
Skizze,0.0,{'PER': 0.0},"[Entity(""Skizze"", PER, (0,6))]",[]
"Evangelische Kirche Goldach, Skizze für Mauer + Treppenpartie",0.0,"{'LOC': 0.0, 'ORG': 0.0}","[Entity(""Evangelische Kirche Goldach"", ORG, (0,27))]","[Entity(""Goldach"", LOC, (20,27))]"
"Evang. Kirche Goldach, Arbeitsplan für die Umgebungsarbeiten",0.0,{'LOC': 0.0},"[Entity(""Evang"", LOC, (0,5)), Entity(""Goldach"", LOC, (14,21)), Entity(""Arbeitsplan"", LOC, (23,34))]","[Entity(""Goldach"", LOC, (14,21))]"
"Herrn K. Rupprecht, Pension Eden, Rheinfelden, Vogelbassin",0.25,"{'ORG': 0.0, 'LOC': 0.0, 'PER': 1.0, 'MISC': 0.0}","[Entity(""Herrn K. Rupprecht"", PER, (0,18)), Entity(""Pension Eden"", MISC, (20,32)), Entity(""Rheinfelden"", ORG, (34,45)), Entity(""Vogelbassin"", LOC, (47,58))]","[Entity(""Herrn K. Rupprecht"", PER, (0,18)), Entity(""Rheinfelden"", LOC, (34,45))]"
"Hr. Roller-Winkler, Turbenthal, Bassin",0.25,"{'LOC': 0.0, 'PER': 0.5}","[Entity(""Hr. Roller-Winkler"", PER, (0,18)), Entity(""Turbenthal"", PER, (20,30)), Entity(""Bassin"", LOC, (32,38))]","[Entity(""Hr. Roller-Winkler"", PER, (0,18)), Entity(""Turbenthal"", LOC, (20,30))]"
"Liegenschaften: Boller-Winkler, Winkler-Heene",0.0,{'LOC': 0.0},"[Entity(""Boller-Winkler"", LOC, (16,30)), Entity(""Winkler-Heene"", LOC, (32,45))]",[]
C. Stürm + CO. AG Rorschach / Vorschlag für den Landabtausch zwischen den Parzellen 1593 + 1594,0.3333333333333333,"{'LOC': 1.0, 'ORG': 0.0, 'PER': 0.0}","[Entity(""C. Stürm + CO"", ORG, (0,13)), Entity(""Rorschach"", LOC, (18,27))]","[Entity(""C. Stürm + CO. AG"", PER, (0,17)), Entity(""Rorschach"", LOC, (18,27))]"
"Friedhofanlage bei der Kath. Pfarrkirche, Rorschach, Vorschlag 3",0.0,{'LOC': 0.0},"[Entity(""Kath"", LOC, (23,27)), Entity(""Rorschach"", LOC, (42,51))]","[Entity(""Rorschach"", LOC, (42,51))]"
"Gartenanlage des Herrn Hpt. Straub, Amriswil",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Straub"", LOC, (28,34)), Entity(""Amriswil"", LOC, (36,44))]","[Entity(""Herrn Hpt. Straub"", PER, (17,34)), Entity(""Amriswil"", LOC, (36,44))]"
Skizze,0.0,{'PER': 0.0},"[Entity(""Skizze"", PER, (0,6))]",[]
"Kanton Thurgau, Stadt Kreuzlingen, Ausbau Hauptstrasse, Liegenschaften Sanatorium Bellevue AG, Anpassungsarbeiten / Genereller Vorschlag, M. 1:200",0.0,"{'LOC': 0.0, 'ORG': 0.0}","[Entity(""Kanton Thurgau"", LOC, (0,14)), Entity(""Kreuzlingen"", LOC, (22,33)), Entity(""Sanatorium Bellevue AG"", ORG, (71,93))]","[Entity(""Kanton Thurgau, Stadt Kreuzlingen, Ausbau Hauptstrasse"", LOC, (0,54))]"
Skizze Kaufmann Laufenburg ,0.0,{'PER': 0.0},"[Entity(""Skizze Kaufmann Laufenburg"", PER, (0,26))]",[]
Skizze,0.0,{'PER': 0.0},"[Entity(""Skizze"", PER, (0,6))]",[]
"Friedhof Rheineck, Urnenfeld, Bepflanzungsplan",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Friedhof Rheineck"", LOC, (0,17)), Entity(""Urnenfeld"", LOC, (19,28)), Entity(""Bepflanzungsplan"", PER, (30,46))]","[Entity(""Rheineck"", LOC, (9,17))]"
Skizze,0.0,{'PER': 0.0},"[Entity(""Skizze"", PER, (0,6))]",[]
,,{},[],[]
"Friedhoferweiterung Rheineck, Schmiedeisernes Tor",0.5,"{'LOC': 1.0, 'ORG': 0.0}","[Entity(""Rheineck"", LOC, (20,28)), Entity(""Schmiedeisernes Tor"", ORG, (30,49))]","[Entity(""Rheineck"", LOC, (20,28))]"
"Gartetn des Hrn. Dir. L. Sauter Ermatingen, Arbeitsplan",0.0,"{'LOC': 0.0, 'PER': 0.0, 'ORG': 0.0}","[Entity(""L. Sauter Ermatingen"", PER, (22,42)), Entity(""Arbeitsplan"", ORG, (44,55))]","[Entity(""Hrn. Dir. L. Sauter"", PER, (12,31)), Entity(""Ermatingen"", LOC, (32,42))]"
"Garten des Herrn E. Wüthrich, Steinebrunn, Bepflanzungsplan für das Rosenbeet",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Herrn E. Wüthrich"", LOC, (11,28)), Entity(""Steinebrunn"", LOC, (30,41)), Entity(""Bepflanzungsplan"", LOC, (43,59))]","[Entity(""Herrn E. Wüthrich"", PER, (11,28)), Entity(""Steinebrunn"", LOC, (30,41))]"
Grundrissskizze,0.0,{'ORG': 0.0},"[Entity(""Grundrissskizze"", ORG, (0,15))]",[]
Grundrissskizze,0.0,{'ORG': 0.0},"[Entity(""Grundrissskizze"", ORG, (0,15))]",[]
"Herrn Dir. L. Sauter Ermatingen, Skizze der Einfahrts-Partie",0.0,"{'LOC': 0.0, 'PER': 0.0, 'MISC': 0.0}","[Entity(""L. Sauter"", PER, (11,20)), Entity(""Einfahrts-Partie"", MISC, (44,60))]","[Entity(""Herrn Dir. L. Sauter"", PER, (0,20)), Entity(""Ermatingen"", LOC, (21,31))]"
Skizze,0.0,{'PER': 0.0},"[Entity(""Skizze"", PER, (0,6))]",[]
"Bahnhofpark Appenzell, Bepflanzung der Grünanlage vor der Bank",0.0,{'LOC': 0.0},[],"[Entity(""Appenzell"", LOC, (12,21))]"
"Garten des Herrn Dir. Satuer Mannenbach, Bepflanzung für den Blumengarten",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Mannenbach"", PER, (29,39))]","[Entity(""Herrn Dir. Satuer"", PER, (11,28)), Entity(""Mannenbach"", LOC, (29,39))]"
"Garten des Hrn. H. Kürschner St. Gallen, Plattenbelag beim Sitzplatz auf der Ostseite",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Hrn."", LOC, (11,15)), Entity(""H. Kürschner St. Gallen"", PER, (16,39)), Entity(""Plattenbelag"", LOC, (41,53))]","[Entity(""Hrn. H. Kürschner"", PER, (11,28)), Entity(""St. Gallen"", LOC, (29,39))]"
"Herrn O. Konrad, Hotel Bahnhof, Romanshorn, Gartenwirtschaft",0.8333333333333333,"{'LOC': 0.6666666666666666, 'PER': 1.0}","[Entity(""Herrn O. Konrad"", PER, (0,15)), Entity(""Hotel Bahnhof"", LOC, (17,30)), Entity(""Romanshorn"", LOC, (32,42)), Entity(""Gartenwirtschaft"", LOC, (44,60))]","[Entity(""Herrn O. Konrad"", PER, (0,15)), Entity(""Hotel Bahnhof, Romanshorn"", LOC, (17,42))]"
Friedhof Salmsach Kinderfeld,0.0,{'LOC': 0.0},"[Entity(""Salmsach Kinderfeld"", LOC, (9,28))]","[Entity(""Salmsach"", LOC, (9,17))]"
"Anstalt Bernrain, Kreuzlingen, Profile",0.0,"{'LOC': 0.0, 'PER': 0.0, 'ORG': 0.0}","[Entity(""Anstalt Bernrain"", PER, (0,16)), Entity(""Kreuzlingen"", ORG, (18,29)), Entity(""Profile"", LOC, (31,38))]","[Entity(""Kreuzlingen"", LOC, (18,29))]"
Garten von Frau H. Biger-Egloff Biglen Umänderung der Staudenrabatte,0.16666666666666666,"{'LOC': 0.0, 'PER': 0.3333333333333333}","[Entity(""H. Biger-Egloff"", PER, (16,31))]","[Entity(""Frau H. Biger-Egloff"", PER, (11,31)), Entity(""Biglen"", LOC, (32,38))]"
Schulhaus Kirchberg,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Schulhaus Kirchberg"", PER, (0,19))]","[Entity(""Kirchberg"", LOC, (10,19))]"
"Grünanlage + Kinderspielplatz Weiher, Arbon",0.5,"{'LOC': 1.0, 'MISC': 0.0}","[Entity(""Grünanlage + Kinderspielplatz Weiher"", MISC, (0,36)), Entity(""Arbon"", LOC, (38,43))]","[Entity(""Arbon"", LOC, (38,43))]"
"Gemeinde Wattwil / Liegenschaft Schönegg, Skizze für den Plattenbelag / Sitzplatz, Blumengarten",0.0,{'LOC': 0.0},"[Entity(""Wattwil"", LOC, (9,16)), Entity(""Schönegg"", LOC, (32,40))]","[Entity(""Wattwil"", LOC, (9,16))]"
Strandbad Hörnli Kreuzlingen,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Strandbad Hörnli Kreuzlingen"", PER, (0,28))]","[Entity(""Kreuzlingen"", LOC, (17,28))]"
Skizze,0.0,{'PER': 0.0},"[Entity(""Skizze"", PER, (0,6))]",[]
"St.Gallische Austellung Abteil, Gartenbau",0.0,{'LOC': 0.0},"[Entity(""St.Gallische"", LOC, (0,12))]",[]
Skizze,0.0,{'PER': 0.0},"[Entity(""Skizze"", PER, (0,6))]",[]
"Garten des Hrn. O. Leutenegger Sirnach, Bepflanzung der Staudenrabatten",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""O. Leutenegger Sirnach"", PER, (16,38))]","[Entity(""Hrn. O. Leutenegger"", PER, (11,30)), Entity(""Sirnach"", LOC, (31,38))]"
"Friedhof Altstätten / Kath. Teil 2. Bauetappe  Sammelschächte in Z. Steinen, Details",0.0,{'LOC': 0.0},"[Entity(""Altstätten"", LOC, (9,19)), Entity(""Kath"", LOC, (22,26)), Entity(""Z. Steinen"", LOC, (65,75))]","[Entity(""Altstätten"", LOC, (9,19))]"
"Frau Schläpfer-Rothmund, Teufen, Gartengestaltung, Arbeitsplan",0.5,"{'LOC': 1.0, 'PER': 0.0}","[Entity(""Teufen"", LOC, (25,31))]","[Entity(""Frau Schläpfer-Rothmund"", PER, (0,23)), Entity(""Teufen"", LOC, (25,31))]"
"Garten des Hrn. Locher, Oberegg, Treppensituation",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Hrn. Locher"", LOC, (11,22)), Entity(""Oberegg"", LOC, (24,31)), Entity(""Treppensituation"", LOC, (33,49))]","[Entity(""Hrn. Locher"", PER, (11,22)), Entity(""Oberegg"", LOC, (24,31))]"
Garten für Herrn E. Egolf - Enz Weinfelden - Magdenau,0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Enz Weinfelden - Magdenau"", LOC, (28,53))]","[Entity(""Herrn E. Egolf"", PER, (11,25)), Entity(""Magdenau"", LOC, (45,53))]"
"Herrn E. Huber, Vorschlag für die Umgestaltung der Gärten bei den Liegenschaften in Horn",1.0,"{'LOC': 1.0, 'PER': 1.0}","[Entity(""Herrn E. Huber"", PER, (0,14)), Entity(""Horn"", LOC, (84,88))]","[Entity(""Herrn E. Huber"", PER, (0,14)), Entity(""Horn"", LOC, (84,88))]"
"Schulgemeinde Romanshorn, Vorschläge für die Pflanzung zwischen Pestalozzi und Sekundarschulhaus",0.0,{'LOC': 0.0},"[Entity(""Schulgemeinde Romanshorn"", LOC, (0,24)), Entity(""Pestalozzi"", LOC, (64,74)), Entity(""Sekundarschulhaus"", LOC, (79,96))]","[Entity(""Romanshorn"", LOC, (14,24))]"
Skizze,0.0,{'PER': 0.0},"[Entity(""Skizze"", PER, (0,6))]",[]
"Garten des Herrn M. Hartmann, Heiden, Arbeitsplan",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Heiden"", PER, (30,36)), Entity(""Arbeitsplan"", LOC, (38,49))]","[Entity(""Herrn M. Hartmann"", PER, (11,28)), Entity(""Heiden"", LOC, (30,36))]"
"Situationsplan, Gemeinde Turbenthal",0.0,{'LOC': 0.0},"[Entity(""Situationsplan"", LOC, (0,14)), Entity(""Turbenthal"", LOC, (25,35))]","[Entity(""Turbenthal"", LOC, (25,35))]"
"Garten des Herrn Max Hartmann Heiden, Genereller Vorschlag",0.0,"{'LOC': 0.0, 'PER': 0.0}","[Entity(""Max Hartmann Heiden"", PER, (17,36))]","[Entity(""Herrn Max Hartmann"", PER, (11,29)), Entity(""Heiden"", LOC, (30,36))]"
"Gartenanlage des Herrn P. Schubert Uttwil, Eingang Portal",0.0,"{'LOC': 0.0, 'PER': 0.0}",[],"[Entity(""Herrn P. Schubert"", PER, (17,34)), Entity(""Uttwil"", LOC, (35,41))]"
Grundrissskizze,0.0,{'ORG': 0.0},"[Entity(""Grundrissskizze"", ORG, (0,15))]",[]
Evang. Pfarrgarten Romanshorn,0.0,{'LOC': 0.0},"[Entity(""Evang"", LOC, (0,5)), Entity(""Romanshorn"", LOC, (19,29))]","[Entity(""Romanshorn"", LOC, (19,29))]"
