title,accuracy,entity_accuracy,predictions,targets
"Burchard, Frau E.",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Burchard"", LOC, (0,8))]","[Entity(""Burchard, Frau E."", PER, (0,17))]"
Freies Gymnasium,,{},[],[]
Schulgarten,0.0,{'LOC': 0.0},"[Entity(""Schulgarten"", LOC, (0,11))]",[]
Treppe Entfelderstrasse - Hauptplatz,0.0,{'LOC': 0.0},[],"[Entity(""Entfelderstrasse"", LOC, (7,23))]"
Umgebung,,{},[],[]
Garagenzufahrt,,{},[],[]
Garagenzufahrt,,{},[],[]
Altersbauten Spitalackerpark / Erdgeschoss Situation,0.0,{'LOC': 0.0},[],"[Entity(""Spitalackerpark"", LOC, (13,28))]"
"Proebster, Herrn Dr. W.E.",0.0,{'PER': 0.0},[],"[Entity(""Proebster, Herrn Dr. W.E."", PER, (0,25))]"
Dias Überbauung Homberg,1.0,{'LOC': 1.0},"[Entity(""Homberg"", LOC, (16,23))]","[Entity(""Homberg"", LOC, (16,23))]"
Kirchengemeindezentrum Töss,0.0,{'LOC': 0.0},[],"[Entity(""Töss"", LOC, (23,27))]"
"Hischmann, Herrn R.",0.0,{'PER': 0.0},[],"[Entity(""Hischmann, Herrn R."", PER, (0,19))]"
Friedhof und Kirche Fehraltorf / ohne Titel,1.0,{'LOC': 1.0},"[Entity(""Fehraltorf"", LOC, (20,30))]","[Entity(""Fehraltorf"", LOC, (20,30))]"
Neue Terraingestaltung,,{},[],[]
Lehrerinnenseminar Bernarda,1.0,{'LOC': 1.0},"[Entity(""Bernarda"", LOC, (19,27))]","[Entity(""Bernarda"", LOC, (19,27))]"
Dibona AG,,{},[],[]
ohne Titel,,{},[],[]
ohne Titel,,{},[],[]
"Hodel, Herrn J.",0.0,{'PER': 0.0},[],"[Entity(""Hodel, Herrn J."", PER, (0,15))]"
Post Vaduz,1.0,{'LOC': 1.0},"[Entity(""Vaduz"", LOC, (5,10))]","[Entity(""Vaduz"", LOC, (5,10))]"
Abänderung Vorschlag B 1,,{},[],[]
"Spirig, Herrn Dr. Hugo",0.0,{'PER': 0.0},[],"[Entity(""Spirig, Herrn Dr. Hugo"", PER, (0,22))]"
Gartengrundriss,,{},[],[]
"Rohr, Herrn W.",0.0,{'PER': 0.0},[],"[Entity(""Rohr, Herrn W."", PER, (0,14))]"
Projektierungsgrundlage für eine Abdankungshalle,,{},[],[]
Landhaus / Hofgestaltung + Kanalisation,,{},[],[]
Granittisch 2 Konsolen,,{},[],[]
ohne Titel,,{},[],[]
Bank aus Mägenwiler Muschelkalk,0.0,{'LOC': 0.0},"[Entity(""Muschelkalk"", LOC, (20,31))]",[]
Ansicht West / Süd,,{},[],[]
Schnitt,,{},[],[]
ohne Titel,,{},[],[]
Rationeller Wohnungs und Siedlungsbau / Neupflanzung / Pflanzschema,0.0,{'LOC': 0.0},"[Entity(""Wohnungs"", LOC, (12,20))]",[]
Gartengrundriss,,{},[],[]
Grabpflanzung / Waldfriedhof Schaffhausen,1.0,{'LOC': 1.0},"[Entity(""Schaffhausen"", LOC, (29,41))]","[Entity(""Schaffhausen"", LOC, (29,41))]"
,,{},[],[]
,,{},[],[]
Garten des Herrn Hans Löw-Villars Oberaach Detailplan für Plattenwege im Schattengarten,1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Herrn Hans Löw-Villars"", PER, (11,33)), Entity(""Oberaach"", LOC, (34,42))]","[Entity(""Herrn Hans Löw-Villars"", PER, (11,33)), Entity(""Oberaach"", LOC, (34,42))]"
Bauplatz Franzoni,0.0,{'PER': 0.0},[],"[Entity(""Franzoni"", PER, (9,17))]"
"Projekt für die Gartenanlage des Herrn Direktor, Fessler- u. Muralt, Zürich",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Herrn Direktor"", PER, (33,47)), Entity(""Zürich"", LOC, (69,75))]","[Entity(""Herrn Direktor, Fessler- u. Muralt"", PER, (33,67)), Entity(""Zürich"", LOC, (69,75))]"
Garten des Herrn H. Löw Oberaach Bepflanzung des Vorgartens,1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Herrn H. Löw"", PER, (11,23)), Entity(""Oberaach"", LOC, (24,32))]","[Entity(""Herrn H. Löw"", PER, (11,23)), Entity(""Oberaach"", LOC, (24,32))]"
"Evang. Kirchgemeinde Romanshorn, Pfarrgarten 3, Vorschlag für die Umgestaltung",1.0,{'LOC': 1.0},"[Entity(""Romanshorn"", LOC, (21,31))]","[Entity(""Romanshorn"", LOC, (21,31))]"
Grundrissskizze,,{},[],[]
"Garten des Herrn Ad, Rüdisüli-Bruderer, Bühler, Vorschlag für den Hausgarten",1.0,{'PER': 1.0},"[Entity(""Herrn Ad, Rüdisüli-Bruderer, Bühler"", PER, (11,46))]","[Entity(""Herrn Ad, Rüdisüli-Bruderer, Bühler"", PER, (11,46))]"
"Landhaus von Herrn Max Schmidheiny-Glarner, Heerbrugg, Südfassade mit neuer Terrasse",0.75,"{'PER': 0.5, 'LOC': 1.0}","[Entity(""Herrn Max Schmidheiny-Glarner"", PER, (13,42)), Entity(""Heerbrugg"", LOC, (44,53))]","[Entity(""Max Schmidheiny-Glarner"", PER, (19,42)), Entity(""Heerbrugg"", LOC, (44,53))]"
Grundrissskizze,,{},[],[]
"Garten des Herrn Dir. Griesser Aadorf, Bepflanzungsvorschlag für die Staudenrabatten",0.6666666666666666,"{'PER': 0.3333333333333333, 'LOC': 1.0}","[Entity(""Herrn Dir."", PER, (11,21)), Entity(""Aadorf"", LOC, (31,37))]","[Entity(""Herrn Dir. Griesser"", PER, (11,30)), Entity(""Aadorf"", LOC, (31,37))]"
"Skizze, Garten des Herrn Dr. H. Mötteli",1.0,{'PER': 1.0},"[Entity(""Herrn Dr. H. Mötteli"", PER, (19,39))]","[Entity(""Herrn Dr. H. Mötteli"", PER, (19,39))]"
"Garten des Herrn Dr. med. H. Odermatt, in Goldach, St. Gallen",0.43333333333333335,"{'PER': 0.2, 'LOC': 0.6666666666666666}","[Entity(""Herrn Dr. med."", PER, (11,25)), Entity(""Odermatt"", LOC, (29,37)), Entity(""Goldach"", LOC, (42,49)), Entity(""St. Gallen"", LOC, (51,61))]","[Entity(""Herrn Dr. med. H. Odermatt"", PER, (11,37)), Entity(""Goldach, St. Gallen"", LOC, (42,61))]"
"Garten von Frau Möriköfer-Müller Romanshorn, Arbeitsplan",1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Frau Möriköfer-Müller"", PER, (11,32)), Entity(""Romanshorn"", LOC, (33,43))]","[Entity(""Frau Möriköfer-Müller"", PER, (11,32)), Entity(""Romanshorn"", LOC, (33,43))]"
"Schloss Heerbrugg, Ideenskizze für die Abänderung beim Badegarten",0.0,{'LOC': 0.0},"[Entity(""Heerbrugg"", LOC, (8,17))]",[]
"Garten des Hrn. A. jetter, Rorschacherberg, Mauer- und Treppenpartie Ostseite",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Rorschacherberg"", LOC, (27,42))]","[Entity(""Hrn. A. jetter"", PER, (11,25)), Entity(""Rorschacherberg"", LOC, (27,42))]"
Garten des Hrn E. Chytil Rorschach Arbeitsplan,1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Hrn E. Chytil"", PER, (11,24)), Entity(""Rorschach"", LOC, (25,34))]","[Entity(""Hrn E. Chytil"", PER, (11,24)), Entity(""Rorschach"", LOC, (25,34))]"
"Garten des Herrn Dr. Rusch-Hälg, St. Gallen, Generelles Projekt",0.5,"{'PER': 1.0, 'LOC': 0.0}","[Entity(""Herrn Dr. Rusch-Hälg"", PER, (11,31))]","[Entity(""Herrn Dr. Rusch-Hälg"", PER, (11,31)), Entity(""St. Gallen"", LOC, (33,43))]"
Aluminiumwerke A.-G. Rorschach Vorschlag 1,1.0,{'LOC': 1.0},"[Entity(""Rorschach"", LOC, (21,30))]","[Entity(""Rorschach"", LOC, (21,30))]"
"Schloss Heerbrugg, Bes. Herr Oberst J. Schmidheiny, Eiserne Leiter im Bassin",0.3,"{'PER': 0.6, 'LOC': 0.0}","[Entity(""Heerbrugg"", LOC, (8,17)), Entity(""Herr Oberst J. Schmidheiny"", PER, (24,50))]","[Entity(""Bes. Herr Oberst J. Schmidheiny"", PER, (19,50))]"
Garten Rorschach,1.0,{'LOC': 1.0},"[Entity(""Rorschach"", LOC, (7,16))]","[Entity(""Rorschach"", LOC, (7,16))]"
Garten des hrn. Burkhardt Rebenstrasse Arbon,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Arbon"", LOC, (39,44))]","[Entity(""hrn. Burkhardt"", PER, (11,25)), Entity(""Rebenstrasse Arbon"", LOC, (26,44))]"
"Vonwil - Bau AG, Wohnblock Schillerstrasse/Salistrasse St. Gallen, Skizze für Grünstrefien längs Strasse",0.0,{'LOC': 0.0},"[Entity(""Vonwil"", LOC, (0,6)), Entity(""Wohnblock Schillerstrasse"", LOC, (17,42))]","[Entity(""Schillerstrasse/Salistrasse St. Gallen"", LOC, (27,65))]"
Aufnahme des Fels im Bassin,,{},[],[]
Schloss Heerbrugg Südterrasse mit Gartenhaus,0.0,{'LOC': 0.0},"[Entity(""Heerbrugg"", LOC, (8,17))]",[]
"Liegenschaften Mariabergstr. 39,41,43 Rorschach",0.0,{'LOC': 0.0},"[Entity(""Rorschach"", LOC, (38,47))]","[Entity(""Mariabergstr. 39,41,43 Rorschach"", LOC, (15,47))]"
Schlossgut Bachtobel,1.0,{'LOC': 1.0},"[Entity(""Bachtobel"", LOC, (11,20))]","[Entity(""Bachtobel"", LOC, (11,20))]"
"Anlage des Herrn A. Raduner, Horn, Beerenobst Garten",1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Herrn A. Raduner"", PER, (11,27)), Entity(""Horn,"", LOC, (29,34))]","[Entity(""Herrn A. Raduner"", PER, (11,27)), Entity(""Horn"", LOC, (29,33))]"
Skizze,,{},[],[]
"Evangelische Kirche Goldach, Skizze für Mauer + Treppenpartie",1.0,{'LOC': 1.0},"[Entity(""Goldach"", LOC, (20,27))]","[Entity(""Goldach"", LOC, (20,27))]"
"Evang. Kirche Goldach, Arbeitsplan für die Umgebungsarbeiten",1.0,{'LOC': 1.0},"[Entity(""Goldach"", LOC, (14,21))]","[Entity(""Goldach"", LOC, (14,21))]"
"Herrn K. Rupprecht, Pension Eden, Rheinfelden, Vogelbassin",1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Herrn K. Rupprecht"", PER, (0,18)), Entity(""Rheinfelden"", LOC, (34,45))]","[Entity(""Herrn K. Rupprecht"", PER, (0,18)), Entity(""Rheinfelden"", LOC, (34,45))]"
"Hr. Roller-Winkler, Turbenthal, Bassin",1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Hr. Roller-Winkler"", PER, (0,18)), Entity(""Turbenthal"", LOC, (20,30))]","[Entity(""Hr. Roller-Winkler"", PER, (0,18)), Entity(""Turbenthal"", LOC, (20,30))]"
"Liegenschaften: Boller-Winkler, Winkler-Heene",0.0,{'LOC': 0.0},"[Entity(""Winkler-Heene"", LOC, (32,45))]",[]
C. Stürm + CO. AG Rorschach / Vorschlag für den Landabtausch zwischen den Parzellen 1593 + 1594,0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Rorschach"", LOC, (18,27))]","[Entity(""C. Stürm + CO. AG"", PER, (0,17)), Entity(""Rorschach"", LOC, (18,27))]"
"Friedhofanlage bei der Kath. Pfarrkirche, Rorschach, Vorschlag 3",1.0,{'LOC': 1.0},"[Entity(""Rorschach"", LOC, (42,51))]","[Entity(""Rorschach"", LOC, (42,51))]"
"Gartenanlage des Herrn Hpt. Straub, Amriswil",0.6666666666666666,"{'PER': 0.3333333333333333, 'LOC': 1.0}","[Entity(""Herrn Hpt."", PER, (17,27)), Entity(""Amriswil"", LOC, (36,44))]","[Entity(""Herrn Hpt. Straub"", PER, (17,34)), Entity(""Amriswil"", LOC, (36,44))]"
Skizze,,{},[],[]
"Kanton Thurgau, Stadt Kreuzlingen, Ausbau Hauptstrasse, Liegenschaften Sanatorium Bellevue AG, Anpassungsarbeiten / Genereller Vorschlag, M. 1:200",0.0,{'LOC': 0.0},"[Entity(""Kreuzlingen"", LOC, (22,33)), Entity(""Anpassungsarbeiten"", LOC, (95,113))]","[Entity(""Kanton Thurgau, Stadt Kreuzlingen, Ausbau Hauptstrasse"", LOC, (0,54))]"
Skizze Kaufmann Laufenburg ,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Kaufmann"", PER, (7,15)), Entity(""Laufenburg"", LOC, (16,26))]",[]
Skizze,,{},[],[]
"Friedhof Rheineck, Urnenfeld, Bepflanzungsplan",0.0,{'LOC': 0.0},"[Entity(""Rheineck"", LOC, (9,17)), Entity(""Urnenfeld"", LOC, (19,28))]","[Entity(""Rheineck"", LOC, (9,17))]"
Skizze,,{},[],[]
,,{},[],[]
"Friedhoferweiterung Rheineck, Schmiedeisernes Tor",1.0,{'LOC': 1.0},"[Entity(""Rheineck"", LOC, (20,28))]","[Entity(""Rheineck"", LOC, (20,28))]"
"Gartetn des Hrn. Dir. L. Sauter Ermatingen, Arbeitsplan",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Ermatingen"", LOC, (32,42))]","[Entity(""Hrn. Dir. L. Sauter"", PER, (12,31)), Entity(""Ermatingen"", LOC, (32,42))]"
"Garten des Herrn E. Wüthrich, Steinebrunn, Bepflanzungsplan für das Rosenbeet",1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Herrn E. Wüthrich"", PER, (11,28)), Entity(""Steinebrunn"", LOC, (30,41))]","[Entity(""Herrn E. Wüthrich"", PER, (11,28)), Entity(""Steinebrunn"", LOC, (30,41))]"
Grundrissskizze,,{},[],[]
Grundrissskizze,,{},[],[]
"Herrn Dir. L. Sauter Ermatingen, Skizze der Einfahrts-Partie",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Herrn Dir."", PER, (0,10)), Entity(""Ermatingen"", LOC, (21,31))]","[Entity(""Herrn Dir. L. Sauter"", PER, (0,20)), Entity(""Ermatingen"", LOC, (21,31))]"
Skizze,,{},[],[]
"Bahnhofpark Appenzell, Bepflanzung der Grünanlage vor der Bank",0.0,{'LOC': 0.0},[],"[Entity(""Appenzell"", LOC, (12,21))]"
"Garten des Herrn Dir. Satuer Mannenbach, Bepflanzung für den Blumengarten",0.6666666666666666,"{'PER': 0.3333333333333333, 'LOC': 1.0}","[Entity(""Herrn Dir."", PER, (11,21)), Entity(""Mannenbach"", LOC, (29,39))]","[Entity(""Herrn Dir. Satuer"", PER, (11,28)), Entity(""Mannenbach"", LOC, (29,39))]"
"Garten des Hrn. H. Kürschner St. Gallen, Plattenbelag beim Sitzplatz auf der Ostseite",1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Hrn. H. Kürschner"", PER, (11,28)), Entity(""St. Gallen"", LOC, (29,39))]","[Entity(""Hrn. H. Kürschner"", PER, (11,28)), Entity(""St. Gallen"", LOC, (29,39))]"
"Herrn O. Konrad, Hotel Bahnhof, Romanshorn, Gartenwirtschaft",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Romanshorn"", LOC, (32,42))]","[Entity(""Herrn O. Konrad"", PER, (0,15)), Entity(""Hotel Bahnhof, Romanshorn"", LOC, (17,42))]"
Friedhof Salmsach Kinderfeld,0.0,{'LOC': 0.0},"[Entity(""Salmsach"", LOC, (9,17)), Entity(""Kinderfeld"", LOC, (18,28))]","[Entity(""Salmsach"", LOC, (9,17))]"
"Anstalt Bernrain, Kreuzlingen, Profile",0.0,{'LOC': 0.0},"[Entity(""Bernrain"", LOC, (8,16)), Entity(""Kreuzlingen"", LOC, (18,29))]","[Entity(""Kreuzlingen"", LOC, (18,29))]"
Garten von Frau H. Biger-Egloff Biglen Umänderung der Staudenrabatte,1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Frau H. Biger-Egloff"", PER, (11,31)), Entity(""Biglen"", LOC, (32,38))]","[Entity(""Frau H. Biger-Egloff"", PER, (11,31)), Entity(""Biglen"", LOC, (32,38))]"
Schulhaus Kirchberg,1.0,{'LOC': 1.0},"[Entity(""Kirchberg"", LOC, (10,19))]","[Entity(""Kirchberg"", LOC, (10,19))]"
"Grünanlage + Kinderspielplatz Weiher, Arbon",0.0,{'LOC': 0.0},"[Entity(""Weiher"", LOC, (30,36)), Entity(""Arbon"", LOC, (38,43))]","[Entity(""Arbon"", LOC, (38,43))]"
"Gemeinde Wattwil / Liegenschaft Schönegg, Skizze für den Plattenbelag / Sitzplatz, Blumengarten",0.0,{'LOC': 0.0},"[Entity(""Wattwil"", LOC, (9,16)), Entity(""Blumengarten"", LOC, (83,95))]","[Entity(""Wattwil"", LOC, (9,16))]"
Strandbad Hörnli Kreuzlingen,1.0,{'LOC': 1.0},"[Entity(""Kreuzlingen"", LOC, (17,28))]","[Entity(""Kreuzlingen"", LOC, (17,28))]"
Skizze,,{},[],[]
"St.Gallische Austellung Abteil, Gartenbau",,{},[],[]
Skizze,,{},[],[]
"Garten des Hrn. O. Leutenegger Sirnach, Bepflanzung der Staudenrabatten",1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Hrn. O. Leutenegger"", PER, (11,30)), Entity(""Sirnach"", LOC, (31,38))]","[Entity(""Hrn. O. Leutenegger"", PER, (11,30)), Entity(""Sirnach"", LOC, (31,38))]"
"Friedhof Altstätten / Kath. Teil 2. Bauetappe  Sammelschächte in Z. Steinen, Details",1.0,{'LOC': 1.0},"[Entity(""Altstätten"", LOC, (9,19))]","[Entity(""Altstätten"", LOC, (9,19))]"
"Frau Schläpfer-Rothmund, Teufen, Gartengestaltung, Arbeitsplan",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Teufen"", LOC, (25,31))]","[Entity(""Frau Schläpfer-Rothmund"", PER, (0,23)), Entity(""Teufen"", LOC, (25,31))]"
"Garten des Hrn. Locher, Oberegg, Treppensituation",1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Hrn. Locher"", PER, (11,22)), Entity(""Oberegg"", LOC, (24,31))]","[Entity(""Hrn. Locher"", PER, (11,22)), Entity(""Oberegg"", LOC, (24,31))]"
Garten für Herrn E. Egolf - Enz Weinfelden - Magdenau,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Weinfelden"", LOC, (32,42))]","[Entity(""Herrn E. Egolf"", PER, (11,25)), Entity(""Magdenau"", LOC, (45,53))]"
"Herrn E. Huber, Vorschlag für die Umgestaltung der Gärten bei den Liegenschaften in Horn",0.5,"{'PER': 1.0, 'LOC': 0.0}","[Entity(""Herrn E. Huber"", PER, (0,14))]","[Entity(""Herrn E. Huber"", PER, (0,14)), Entity(""Horn"", LOC, (84,88))]"
"Schulgemeinde Romanshorn, Vorschläge für die Pflanzung zwischen Pestalozzi und Sekundarschulhaus",1.0,{'LOC': 1.0},"[Entity(""Romanshorn"", LOC, (14,24))]","[Entity(""Romanshorn"", LOC, (14,24))]"
Skizze,,{},[],[]
"Garten des Herrn M. Hartmann, Heiden, Arbeitsplan",1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Herrn M. Hartmann"", PER, (11,28)), Entity(""Heiden"", LOC, (30,36))]","[Entity(""Herrn M. Hartmann"", PER, (11,28)), Entity(""Heiden"", LOC, (30,36))]"
"Situationsplan, Gemeinde Turbenthal",1.0,{'LOC': 1.0},"[Entity(""Turbenthal"", LOC, (25,35))]","[Entity(""Turbenthal"", LOC, (25,35))]"
"Garten des Herrn Max Hartmann Heiden, Genereller Vorschlag",1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Herrn Max Hartmann"", PER, (11,29)), Entity(""Heiden"", LOC, (30,36))]","[Entity(""Herrn Max Hartmann"", PER, (11,29)), Entity(""Heiden"", LOC, (30,36))]"
"Gartenanlage des Herrn P. Schubert Uttwil, Eingang Portal",0.5,"{'PER': 1.0, 'LOC': 0.0}","[Entity(""Herrn P. Schubert"", PER, (17,34)), Entity(""Uttwil"", LOC, (35,41)), Entity(""Portal"", LOC, (51,57))]","[Entity(""Herrn P. Schubert"", PER, (17,34)), Entity(""Uttwil"", LOC, (35,41))]"
Grundrissskizze,,{},[],[]
Evang. Pfarrgarten Romanshorn,1.0,{'LOC': 1.0},"[Entity(""Romanshorn"", LOC, (19,29))]","[Entity(""Romanshorn"", LOC, (19,29))]"
"Lilienberg Ermatingen, Badgarten/Bepflanzung",1.0,{'LOC': 1.0},"[Entity(""Ermatingen"", LOC, (11,21))]","[Entity(""Ermatingen"", LOC, (11,21))]"
Villa Felice Minusio,0.0,{'LOC': 0.0},"[Entity(""Minusio"", LOC, (13,20))]",[]
Parkanlage Hotel Uetliberg J.A. Landry,1.0,{'LOC': 1.0},"[Entity(""Uetliberg"", LOC, (17,26))]","[Entity(""Uetliberg"", LOC, (17,26))]"
"Erweiterung der Parkanlagen des Herrn E. Gessner- Heusser, Seidenfabrikant",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Seidenfabrikant"", LOC, (59,74))]","[Entity(""Herrn E. Gessner- Heusser"", PER, (32,57))]"
"Erweiterung der Parkanlagen des Herrn E. Gessner- Heusser, Seidenfabrikant",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Seidenfabrikant"", LOC, (59,74))]","[Entity(""Herrn E. Gessner- Heusser"", PER, (32,57))]"
Parkanlagen für Herrn Karl Sulzer-Schmid in Winterthur,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Parkanlagen"", LOC, (0,11)), Entity(""Winterthur"", LOC, (44,54))]","[Entity(""Herrn Karl Sulzer-Schmid"", PER, (16,40)), Entity(""Winterthur"", LOC, (44,54))]"
Badhaus Krämerstein,0.0,{'LOC': 0.0},"[Entity(""Krämerstein"", LOC, (8,19))]",[]
Auf dem Kreuzbühl,0.0,{'LOC': 0.0},"[Entity(""Kreuzbühl"", LOC, (8,17))]",[]
Projekt zur Umgestaltung des Hausgartens von Herrn Dir. G. Sieber-Van Oordt Balsthal,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Herrn Dir."", PER, (45,55))]","[Entity(""Herrn Dir. G. Sieber-Van Oordt"", PER, (45,75)), Entity(""Balsthal"", LOC, (76,84))]"
Landhausgarten des Herrn v. Mehrhart Feldmeilen; Profile,0.3333333333333333,"{'PER': 0.6666666666666666, 'LOC': 0.0}","[Entity(""Herrn v. Mehrhart Feldmeilen"", PER, (19,47))]","[Entity(""Herrn v. Mehrhart"", PER, (19,36)), Entity(""Feldmeilen"", LOC, (37,47))]"
ohne,,{},[],[]
Schulhausanlage Heslibach Küsnacht,1.0,{'LOC': 1.0},"[Entity(""Küsnacht"", LOC, (26,34))]","[Entity(""Küsnacht"", LOC, (26,34))]"
Geschäftshaus Claridenhof Zürich; Ber. Projekt für die Gestaltung des Innenhofes,1.0,{'LOC': 1.0},"[Entity(""Zürich"", LOC, (26,32))]","[Entity(""Zürich"", LOC, (26,32))]"
o.T. im Plankopf: Anlage Kirchenweg,,{},[],[]
Projekt zur Gestaltung des Gartens von Herrn Max de Coulon-Buess Sissach,0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Sissach"", LOC, (65,72))]","[Entity(""Herrn Max de Coulon-Buess"", PER, (39,64)), Entity(""Sissach"", LOC, (65,72))]"
Park Situationsplan,,{},[],[]
Übersicht-Skizze Klausstud/ Zch-Horn/ Casino,,{},[],[]
Neuer Friedhof Baden; Gestaltung der Waldpartie,1.0,{'LOC': 1.0},"[Entity(""Baden"", LOC, (15,20))]","[Entity(""Baden"", LOC, (15,20))]"
Umänderung der Schmuckanlage der Genossenschaft „Freiblick „ Stüssistrasse -Ilanzstrasse Zürich,0.0,{'LOC': 0.0},[],"[Entity(""Ilanzstrasse Zürich"", LOC, (76,95))]"
Sportanlage Zürichhorn,1.0,{'LOC': 1.0},"[Entity(""Zürichhorn"", LOC, (12,22))]","[Entity(""Zürichhorn"", LOC, (12,22))]"
"Gemeinnützige Baugenossenschaft Schollenholz Bruggen St. Gallen, Wohnkolonie Haggenhalde Typ M3/4 Haus 7, 8; Garagen, Trafostat.; Projekt zur Gestaltung der Umgebung",0.0,{'LOC': 0.0},"[Entity(""Bruggen"", LOC, (45,52)), Entity(""Wohnkolonie"", LOC, (65,76)), Entity(""Garagen"", LOC, (109,116))]","[Entity(""Bruggen St. Gallen"", LOC, (45,63))]"
Projekt zur Gestaltung des Hausgartens von Herrn Dir. H. Straub Spinnerei Langnau (auszuführend. Teil),0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Herrn Dir."", PER, (43,53))]","[Entity(""Herrn Dir. H. Straub"", PER, (43,63)), Entity(""Langnau"", LOC, (74,81))]"
Sous les Curnilles Chardonne; öffentlicher Ruheplatz,,{},[],[]
Ehrenfriedhof bei der Kapalle des zweiten Städtischen Friedhofes Berlin-Schöneberg,1.0,{'LOC': 1.0},"[Entity(""Berlin-Schöneberg"", LOC, (65,82))]","[Entity(""Berlin-Schöneberg"", LOC, (65,82))]"
Pfirsichgarten Trunkhahn Badeanlage,,{},[],[]
