title,accuracy,entity_accuracy,predictions,targets
"Spirig, Herrn Dr. Hugo",0.25,"{'PER': 0.5, 'LOC': 0.0}","[Entity(""Spirig"", LOC, (0,6)), Entity("", Herrn Dr. Hugo"", PER, (6,22))]","[Entity(""Spirig, Herrn Dr. Hugo"", PER, (0,22))]"
Gartengrundriss,0.0,{'LOC': 0.0},"[Entity(""Gartengrundriss"", LOC, (0,15))]",[]
"Rohr, Herrn W.",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Rohr"", LOC, (0,4))]","[Entity(""Rohr, Herrn W."", PER, (0,14))]"
Projektierungsgrundlage für eine Abdankungshalle,,{},[],[]
Landhaus / Hofgestaltung + Kanalisation,0.0,{'LOC': 0.0},"[Entity(""Landhaus"", LOC, (0,8))]",[]
Granittisch 2 Konsolen,0.0,{'LOC': 0.0},"[Entity(""Konsolen"", LOC, (14,22))]",[]
ohne Titel,,{},[],[]
Bank aus Mägenwiler Muschelkalk,0.0,{'LOC': 0.0},"[Entity(""Muschelkalk"", LOC, (20,31))]",[]
Ansicht West / Süd,,{},[],[]
Schnitt,,{},[],[]
ohne Titel,,{},[],[]
Rationeller Wohnungs und Siedlungsbau / Neupflanzung / Pflanzschema,0.0,{'LOC': 0.0},"[Entity(""Wohnungs und Siedlungsbau"", LOC, (12,37))]",[]
Gartengrundriss,0.0,{'LOC': 0.0},"[Entity(""Gartengrundriss"", LOC, (0,15))]",[]
Grabpflanzung / Waldfriedhof Schaffhausen,1.0,{'LOC': 1.0},"[Entity(""Schaffhausen"", LOC, (29,41))]","[Entity(""Schaffhausen"", LOC, (29,41))]"
,,{},[],[]
,,{},[],[]
Garten des Herrn Hans Löw-Villars Oberaach Detailplan für Plattenwege im Schattengarten,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""des Herrn Hans Löw-Villars Oberaach Detailplan"", PER, (7,53))]","[Entity(""Herrn Hans Löw-Villars"", PER, (11,33)), Entity(""Oberaach"", LOC, (34,42))]"
Bauplatz Franzoni,0.0,{'PER': 0.0},[],"[Entity(""Franzoni"", PER, (9,17))]"
"Projekt für die Gartenanlage des Herrn Direktor, Fessler- u. Muralt, Zürich",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""des Herrn Direktor"", PER, (29,47)), Entity(""Fessler- u. Muralt"", LOC, (49,67)), Entity(""Zürich"", LOC, (69,75))]","[Entity(""Herrn Direktor, Fessler- u. Muralt"", PER, (33,67)), Entity(""Zürich"", LOC, (69,75))]"
Garten des Herrn H. Löw Oberaach Bepflanzung des Vorgartens,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""des Herrn H. Löw Oberaach Bepflanzung"", PER, (7,44)), Entity(""Vorgartens"", LOC, (49,59))]","[Entity(""Herrn H. Löw"", PER, (11,23)), Entity(""Oberaach"", LOC, (24,32))]"
"Evang. Kirchgemeinde Romanshorn, Pfarrgarten 3, Vorschlag für die Umgestaltung",0.0,{'LOC': 0.0},"[Entity(""Romanshorn"", LOC, (21,31)), Entity(""Pfarrgarten 3"", LOC, (33,46))]","[Entity(""Romanshorn"", LOC, (21,31))]"
Grundrissskizze,,{},[],[]
"Garten des Herrn Ad, Rüdisüli-Bruderer, Bühler, Vorschlag für den Hausgarten",0.125,"{'PER': 0.25, 'LOC': 0.0}","[Entity(""des Herrn Ad"", PER, (7,19)), Entity(""Rüdisüli-Bruderer"", PER, (21,38)), Entity(""Bühler"", LOC, (40,46))]","[Entity(""Herrn Ad, Rüdisüli-Bruderer, Bühler"", PER, (11,46))]"
"Landhaus von Herrn Max Schmidheiny-Glarner, Heerbrugg, Südfassade mit neuer Terrasse",1.0,"{'PER': 1.0, 'LOC': 1.0}","[Entity(""Max Schmidheiny-Glarner"", PER, (19,42)), Entity(""Heerbrugg"", LOC, (44,53))]","[Entity(""Max Schmidheiny-Glarner"", PER, (19,42)), Entity(""Heerbrugg"", LOC, (44,53))]"
Grundrissskizze,,{},[],[]
"Garten des Herrn Dir. Griesser Aadorf, Bepflanzungsvorschlag für die Staudenrabatten",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""des Herrn Dir."", PER, (7,21)), Entity(""Aadorf"", LOC, (31,37))]","[Entity(""Herrn Dir. Griesser"", PER, (11,30)), Entity(""Aadorf"", LOC, (31,37))]"
"Skizze, Garten des Herrn Dr. H. Mötteli",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""des Herrn Dr."", PER, (15,28)), Entity(""Mötteli"", LOC, (32,39))]","[Entity(""Herrn Dr. H. Mötteli"", PER, (19,39))]"
"Garten des Herrn Dr. med. H. Odermatt, in Goldach, St. Gallen",0.3333333333333333,"{'PER': 0.0, 'LOC': 0.6666666666666666}","[Entity(""des Herrn Dr. med."", PER, (7,25)), Entity(""Odermatt"", LOC, (29,37)), Entity(""Goldach"", LOC, (42,49)), Entity(""St. Gallen"", LOC, (51,61))]","[Entity(""Herrn Dr. med. H. Odermatt"", PER, (11,37)), Entity(""Goldach, St. Gallen"", LOC, (42,61))]"
"Garten von Frau Möriköfer-Müller Romanshorn, Arbeitsplan",0.25,"{'PER': 0.5, 'LOC': 0.0}","[Entity(""Frau Möriköfer-Müller Romanshorn"", PER, (11,43))]","[Entity(""Frau Möriköfer-Müller"", PER, (11,32)), Entity(""Romanshorn"", LOC, (33,43))]"
"Schloss Heerbrugg, Ideenskizze für die Abänderung beim Badegarten",0.0,{'LOC': 0.0},"[Entity(""Heerbrugg"", LOC, (8,17))]",[]
"Garten des Hrn. A. jetter, Rorschacherberg, Mauer- und Treppenpartie Ostseite",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""des Hrn. A."", PER, (7,18)), Entity(""Rorschacherberg"", LOC, (27,42)), Entity(""Ostseite"", LOC, (69,77))]","[Entity(""Hrn. A. jetter"", PER, (11,25)), Entity(""Rorschacherberg"", LOC, (27,42))]"
Garten des Hrn E. Chytil Rorschach Arbeitsplan,0.3333333333333333,"{'PER': 0.6666666666666666, 'LOC': 0.0}","[Entity(""des Hrn E. Chytil"", PER, (7,24))]","[Entity(""Hrn E. Chytil"", PER, (11,24)), Entity(""Rorschach"", LOC, (25,34))]"
"Garten des Herrn Dr. Rusch-Hälg, St. Gallen, Generelles Projekt",0.3333333333333333,"{'PER': 0.6666666666666666, 'LOC': 0.0}","[Entity(""des Herrn Dr. Rusch-Hälg"", PER, (7,31)), Entity(""St. Gallen"", LOC, (33,43)), Entity(""Generelles Projekt"", LOC, (45,63))]","[Entity(""Herrn Dr. Rusch-Hälg"", PER, (11,31)), Entity(""St. Gallen"", LOC, (33,43))]"
Aluminiumwerke A.-G. Rorschach Vorschlag 1,0.0,{'LOC': 0.0},[],"[Entity(""Rorschach"", LOC, (21,30))]"
"Schloss Heerbrugg, Bes. Herr Oberst J. Schmidheiny, Eiserne Leiter im Bassin",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Heerbrugg"", LOC, (8,17)), Entity(""Bes."", LOC, (19,23)), Entity(""Eiserne"", LOC, (52,59))]","[Entity(""Bes. Herr Oberst J. Schmidheiny"", PER, (19,50))]"
Garten Rorschach,1.0,{'LOC': 1.0},"[Entity(""Rorschach"", LOC, (7,16))]","[Entity(""Rorschach"", LOC, (7,16))]"
Garten des hrn. Burkhardt Rebenstrasse Arbon,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Arbon"", LOC, (39,44))]","[Entity(""hrn. Burkhardt"", PER, (11,25)), Entity(""Rebenstrasse Arbon"", LOC, (26,44))]"
"Vonwil - Bau AG, Wohnblock Schillerstrasse/Salistrasse St. Gallen, Skizze für Grünstrefien längs Strasse",0.0,{'LOC': 0.0},"[Entity(""Vonwil - Bau AG"", LOC, (0,15)), Entity(""Wohnblock Schillerstrasse"", LOC, (17,42)), Entity(""St. Gallen"", LOC, (55,65))]","[Entity(""Schillerstrasse/Salistrasse St. Gallen"", LOC, (27,65))]"
Aufnahme des Fels im Bassin,0.0,{'LOC': 0.0},"[Entity(""Fels im Bassin"", LOC, (13,27))]",[]
Schloss Heerbrugg Südterrasse mit Gartenhaus,,{},[],[]
"Liegenschaften Mariabergstr. 39,41,43 Rorschach",0.0,{'LOC': 0.0},"[Entity(""Liegenschaften Mariabergstr"", LOC, (0,27))]","[Entity(""Mariabergstr. 39,41,43 Rorschach"", LOC, (15,47))]"
Schlossgut Bachtobel,1.0,{'LOC': 1.0},"[Entity(""Bachtobel"", LOC, (11,20))]","[Entity(""Bachtobel"", LOC, (11,20))]"
"Anlage des Herrn A. Raduner, Horn, Beerenobst Garten",0.3333333333333333,"{'PER': 0.6666666666666666, 'LOC': 0.0}","[Entity(""des Herrn A. Raduner"", PER, (7,27)), Entity(""Horn"", LOC, (29,33)), Entity(""Beerenobst"", LOC, (35,45))]","[Entity(""Herrn A. Raduner"", PER, (11,27)), Entity(""Horn"", LOC, (29,33))]"
Skizze,,{},[],[]
"Evangelische Kirche Goldach, Skizze für Mauer + Treppenpartie",0.0,{'LOC': 0.0},"[Entity(""Goldach"", LOC, (20,27)), Entity(""+ Treppenpartie"", LOC, (46,61))]","[Entity(""Goldach"", LOC, (20,27))]"
"Evang. Kirche Goldach, Arbeitsplan für die Umgebungsarbeiten",1.0,{'LOC': 1.0},"[Entity(""Goldach"", LOC, (14,21))]","[Entity(""Goldach"", LOC, (14,21))]"
"Herrn K. Rupprecht, Pension Eden, Rheinfelden, Vogelbassin",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""K. Rupprecht"", LOC, (6,18)), Entity(""Rheinfelden"", LOC, (34,45)), Entity(""Vogelbassin"", LOC, (47,58))]","[Entity(""Herrn K. Rupprecht"", PER, (0,18)), Entity(""Rheinfelden"", LOC, (34,45))]"
"Hr. Roller-Winkler, Turbenthal, Bassin",0.5,"{'PER': 1.0, 'LOC': 0.0}","[Entity(""Hr. Roller-Winkler"", PER, (0,18)), Entity(""Turbenthal"", LOC, (20,30)), Entity(""Bassin"", LOC, (32,38))]","[Entity(""Hr. Roller-Winkler"", PER, (0,18)), Entity(""Turbenthal"", LOC, (20,30))]"
"Liegenschaften: Boller-Winkler, Winkler-Heene",0.0,{'LOC': 0.0},"[Entity(""Liegenschaften: Boller-Winkler"", LOC, (0,30)), Entity(""Winkler-Heene"", LOC, (32,45))]",[]
C. Stürm + CO. AG Rorschach / Vorschlag für den Landabtausch zwischen den Parzellen 1593 + 1594,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""C. Stürm + CO."", LOC, (0,14)), Entity(""Rorschach /"", LOC, (18,29)), Entity(""1593 + 1594"", LOC, (84,95))]","[Entity(""C. Stürm + CO. AG"", PER, (0,17)), Entity(""Rorschach"", LOC, (18,27))]"
"Friedhofanlage bei der Kath. Pfarrkirche, Rorschach, Vorschlag 3",0.0,{'LOC': 0.0},"[Entity(""Rorschach"", LOC, (42,51)), Entity(""Vorschlag 3"", LOC, (53,64))]","[Entity(""Rorschach"", LOC, (42,51))]"
"Gartenanlage des Herrn Hpt. Straub, Amriswil",0.8333333333333333,"{'PER': 0.6666666666666666, 'LOC': 1.0}","[Entity(""des Herrn Hpt."", PER, (13,27)), Entity(""Straub"", PER, (28,34)), Entity(""Amriswil"", LOC, (36,44))]","[Entity(""Herrn Hpt. Straub"", PER, (17,34)), Entity(""Amriswil"", LOC, (36,44))]"
Skizze,,{},[],[]
"Kanton Thurgau, Stadt Kreuzlingen, Ausbau Hauptstrasse, Liegenschaften Sanatorium Bellevue AG, Anpassungsarbeiten / Genereller Vorschlag, M. 1:200",0.0,{'LOC': 0.0},"[Entity(""Kanton Thurgau"", LOC, (0,14)), Entity(""Kreuzlingen"", LOC, (22,33)), Entity(""Ausbau Hauptstrasse"", LOC, (35,54)), Entity(""Liegenschaften Sanatorium Bellevue AG"", LOC, (56,93)), Entity(""Anpassungsarbeiten /"", LOC, (95,115)), Entity(""Vorschlag"", LOC, (127,136))]","[Entity(""Kanton Thurgau, Stadt Kreuzlingen, Ausbau Hauptstrasse"", LOC, (0,54))]"
Skizze Kaufmann Laufenburg ,0.0,{'LOC': 0.0},"[Entity(""Laufenburg"", LOC, (16,26))]",[]
Skizze,,{},[],[]
"Friedhof Rheineck, Urnenfeld, Bepflanzungsplan",0.0,{'LOC': 0.0},"[Entity(""Rheineck"", LOC, (9,17)), Entity(""Urnenfeld, Bepflanzungsplan"", LOC, (19,46))]","[Entity(""Rheineck"", LOC, (9,17))]"
Skizze,,{},[],[]
,,{},[],[]
"Friedhoferweiterung Rheineck, Schmiedeisernes Tor",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Rheineck"", PER, (20,28)), Entity(""Schmiedeisernes Tor"", LOC, (30,49))]","[Entity(""Rheineck"", LOC, (20,28))]"
"Gartetn des Hrn. Dir. L. Sauter Ermatingen, Arbeitsplan",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""des Hrn."", PER, (8,16)), Entity(""Dir."", LOC, (17,21)), Entity(""Ermatingen"", LOC, (32,42))]","[Entity(""Hrn. Dir. L. Sauter"", PER, (12,31)), Entity(""Ermatingen"", LOC, (32,42))]"
"Garten des Herrn E. Wüthrich, Steinebrunn, Bepflanzungsplan für das Rosenbeet",0.8333333333333333,"{'PER': 0.6666666666666666, 'LOC': 1.0}","[Entity(""des Herrn E. Wüthrich"", PER, (7,28)), Entity(""Steinebrunn"", LOC, (30,41))]","[Entity(""Herrn E. Wüthrich"", PER, (11,28)), Entity(""Steinebrunn"", LOC, (30,41))]"
Grundrissskizze,,{},[],[]
Grundrissskizze,,{},[],[]
"Herrn Dir. L. Sauter Ermatingen, Skizze der Einfahrts-Partie",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Dir."", LOC, (6,10)), Entity(""Ermatingen"", LOC, (21,31))]","[Entity(""Herrn Dir. L. Sauter"", PER, (0,20)), Entity(""Ermatingen"", LOC, (21,31))]"
Skizze,,{},[],[]
"Bahnhofpark Appenzell, Bepflanzung der Grünanlage vor der Bank",1.0,{'LOC': 1.0},"[Entity(""Appenzell"", LOC, (12,21))]","[Entity(""Appenzell"", LOC, (12,21))]"
"Garten des Herrn Dir. Satuer Mannenbach, Bepflanzung für den Blumengarten",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""des Herrn Dir."", PER, (7,21)), Entity(""Mannenbach"", LOC, (29,39))]","[Entity(""Herrn Dir. Satuer"", PER, (11,28)), Entity(""Mannenbach"", LOC, (29,39))]"
"Garten des Hrn. H. Kürschner St. Gallen, Plattenbelag beim Sitzplatz auf der Ostseite",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""des Hrn. H. Kürschner St. Gallen"", PER, (7,39))]","[Entity(""Hrn. H. Kürschner"", PER, (11,28)), Entity(""St. Gallen"", LOC, (29,39))]"
"Herrn O. Konrad, Hotel Bahnhof, Romanshorn, Gartenwirtschaft",0.5,"{'PER': 0.0, 'LOC': 1.0}","[Entity(""Konrad"", PER, (9,15)), Entity(""Hotel Bahnhof"", LOC, (17,30)), Entity(""Romanshorn"", LOC, (32,42))]","[Entity(""Herrn O. Konrad"", PER, (0,15)), Entity(""Hotel Bahnhof, Romanshorn"", LOC, (17,42))]"
Friedhof Salmsach Kinderfeld,0.0,{'LOC': 0.0},"[Entity(""Salmsach Kinderfeld"", LOC, (9,28))]","[Entity(""Salmsach"", LOC, (9,17))]"
"Anstalt Bernrain, Kreuzlingen, Profile",0.0,{'LOC': 0.0},"[Entity(""Kreuzlingen"", LOC, (18,29)), Entity(""Profile"", LOC, (31,38))]","[Entity(""Kreuzlingen"", LOC, (18,29))]"
Garten von Frau H. Biger-Egloff Biglen Umänderung der Staudenrabatte,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Frau"", PER, (11,15)), Entity(""Biger-Egloff"", LOC, (19,31))]","[Entity(""Frau H. Biger-Egloff"", PER, (11,31)), Entity(""Biglen"", LOC, (32,38))]"
Schulhaus Kirchberg,1.0,{'LOC': 1.0},"[Entity(""Kirchberg"", LOC, (10,19))]","[Entity(""Kirchberg"", LOC, (10,19))]"
"Grünanlage + Kinderspielplatz Weiher, Arbon",0.0,{'LOC': 0.0},"[Entity(""+ Kinderspielplatz Weiher"", LOC, (11,36)), Entity(""Arbon"", LOC, (38,43))]","[Entity(""Arbon"", LOC, (38,43))]"
"Gemeinde Wattwil / Liegenschaft Schönegg, Skizze für den Plattenbelag / Sitzplatz, Blumengarten",0.0,{'LOC': 0.0},"[Entity(""Wattwil /"", LOC, (9,18)), Entity(""Schönegg"", LOC, (32,40)), Entity(""Blumengarten"", LOC, (83,95))]","[Entity(""Wattwil"", LOC, (9,16))]"
Strandbad Hörnli Kreuzlingen,1.0,{'LOC': 1.0},"[Entity(""Kreuzlingen"", LOC, (17,28))]","[Entity(""Kreuzlingen"", LOC, (17,28))]"
Skizze,,{},[],[]
"St.Gallische Austellung Abteil, Gartenbau",0.0,{'LOC': 0.0},"[Entity(""Abteil"", LOC, (24,30)), Entity(""Gartenbau"", LOC, (32,41))]",[]
Skizze,,{},[],[]
"Garten des Hrn. O. Leutenegger Sirnach, Bepflanzung der Staudenrabatten",0.16666666666666666,"{'PER': 0.3333333333333333, 'LOC': 0.0}","[Entity(""des Hrn. O."", PER, (7,18)), Entity(""Leutenegger Sirnach"", PER, (19,38))]","[Entity(""Hrn. O. Leutenegger"", PER, (11,30)), Entity(""Sirnach"", LOC, (31,38))]"
"Friedhof Altstätten / Kath. Teil 2. Bauetappe  Sammelschächte in Z. Steinen, Details",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Altstätten /"", LOC, (9,21)), Entity(""Sammelschächte"", PER, (47,61)), Entity(""Z. Steinen"", LOC, (65,75)), Entity(""Details"", LOC, (77,84))]","[Entity(""Altstätten"", LOC, (9,19))]"
"Frau Schläpfer-Rothmund, Teufen, Gartengestaltung, Arbeitsplan",0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""Frau Schläpfer-Rothmund"", LOC, (0,23)), Entity(""Teufen"", LOC, (25,31))]","[Entity(""Frau Schläpfer-Rothmund"", PER, (0,23)), Entity(""Teufen"", LOC, (25,31))]"
"Garten des Hrn. Locher, Oberegg, Treppensituation",0.75,"{'PER': 0.5, 'LOC': 1.0}","[Entity(""des Hrn. Locher"", PER, (7,22)), Entity(""Oberegg"", LOC, (24,31))]","[Entity(""Hrn. Locher"", PER, (11,22)), Entity(""Oberegg"", LOC, (24,31))]"
Garten für Herrn E. Egolf - Enz Weinfelden - Magdenau,0.0,"{'PER': 0.0, 'LOC': 0.0}","[Entity(""E. Egolf - Enz Weinfelden - Magdenau"", PER, (17,53))]","[Entity(""Herrn E. Egolf"", PER, (11,25)), Entity(""Magdenau"", LOC, (45,53))]"
"Herrn E. Huber, Vorschlag für die Umgestaltung der Gärten bei den Liegenschaften in Horn",0.6666666666666666,"{'PER': 0.3333333333333333, 'LOC': 1.0}","[Entity(""E. Huber"", PER, (6,14)), Entity(""Horn"", LOC, (84,88))]","[Entity(""Herrn E. Huber"", PER, (0,14)), Entity(""Horn"", LOC, (84,88))]"
"Schulgemeinde Romanshorn, Vorschläge für die Pflanzung zwischen Pestalozzi und Sekundarschulhaus",1.0,{'LOC': 1.0},"[Entity(""Romanshorn"", LOC, (14,24))]","[Entity(""Romanshorn"", LOC, (14,24))]"
Skizze,,{},[],[]
"Garten des Herrn M. Hartmann, Heiden, Arbeitsplan",0.8333333333333333,"{'PER': 0.6666666666666666, 'LOC': 1.0}","[Entity(""des Herrn M. Hartmann"", PER, (7,28)), Entity(""Heiden"", LOC, (30,36))]","[Entity(""Herrn M. Hartmann"", PER, (11,28)), Entity(""Heiden"", LOC, (30,36))]"
"Situationsplan, Gemeinde Turbenthal",1.0,{'LOC': 1.0},"[Entity(""Turbenthal"", LOC, (25,35))]","[Entity(""Turbenthal"", LOC, (25,35))]"
"Garten des Herrn Max Hartmann Heiden, Genereller Vorschlag",0.16666666666666666,"{'PER': 0.3333333333333333, 'LOC': 0.0}","[Entity(""des Herrn Max Hartmann Heiden"", PER, (7,36)), Entity(""Genereller Vorschlag"", LOC, (38,58))]","[Entity(""Herrn Max Hartmann"", PER, (11,29)), Entity(""Heiden"", LOC, (30,36))]"
"Gartenanlage des Herrn P. Schubert Uttwil, Eingang Portal",0.16666666666666666,"{'PER': 0.3333333333333333, 'LOC': 0.0}","[Entity(""des Herrn P."", PER, (13,25)), Entity(""Schubert Uttwil"", PER, (26,41)), Entity(""Eingang Portal"", LOC, (43,57))]","[Entity(""Herrn P. Schubert"", PER, (17,34)), Entity(""Uttwil"", LOC, (35,41))]"
Grundrissskizze,,{},[],[]
Evang. Pfarrgarten Romanshorn,0.0,{'LOC': 0.0},"[Entity(""Evang."", LOC, (0,6)), Entity(""Romanshorn"", LOC, (19,29))]","[Entity(""Romanshorn"", LOC, (19,29))]"
"Lilienberg Ermatingen, Badgarten/Bepflanzung",0.0,{'LOC': 0.0},"[Entity(""Badgarten"", LOC, (23,32))]","[Entity(""Ermatingen"", LOC, (11,21))]"
Villa Felice Minusio,0.0,{'LOC': 0.0},"[Entity(""Minusio"", LOC, (13,20))]",[]
Parkanlage Hotel Uetliberg J.A. Landry,0.0,{'LOC': 0.0},"[Entity(""Hotel Uetliberg J.A. Landry"", LOC, (11,38))]","[Entity(""Uetliberg"", LOC, (17,26))]"
