title,accuracy,entity_accuracy,predictions,targets
"E. Cramer Gartenarchitekt, Wetzikon 2.5.62",0.0,"{'DATE': 0.0, 'CLOC': 0.0, 'CLT': 0.0}","[Entity(""E."", CLT, (0,2)), Entity(""Cramer"", CLT, (3,9)), Entity(""Gartenarchitekt,"", CLT, (10,26)), Entity(""Wetzikon"", CLT, (27,35)), Entity(""2.5.62"", CLT, (36,42))]","[Entity(""Wetzikon"", CLOC, (27,35)), Entity(""2.5.62"", DATE, (36,42))]"
"Garten Hr. Schuler, Bonstetten",0.3333333333333333,"{'LOC': 0.0, 'CLT': 0.4}","[Entity(""Garten"", CLT, (0,6)), Entity(""Hr."", CLT, (7,10)), Entity(""Schuler,"", CLT, (11,19)), Entity(""Bonstetten"", CLT, (20,30))]","[Entity(""Hr. Schuler"", CLT, (7,18)), Entity(""Bonstetten"", LOC, (20,30))]"
Skizze Gartenplanung Eichhof 1:250,0.0,"{'LOC': 0.0, 'MST': 0.0}",[],"[Entity(""Eichhof"", LOC, (21,28)), Entity(""1:250"", MST, (29,34))]"
"Hof Frau Dr. lic. iur. Lepek Wettswil, 1:50",0.9090909090909091,"{'LOC': 0.0, 'CLT': 1.1111111111111112, 'MST': 0.0}","[Entity(""Hof"", CLT, (0,3)), Entity(""Frau"", CLT, (4,8)), Entity(""Dr."", CLT, (9,12)), Entity(""lic."", CLT, (13,17)), Entity(""iur."", CLT, (18,22)), Entity(""Lepek"", CLT, (23,28)), Entity(""Wettswil,"", CLT, (29,38)), Entity(""1:50"", CLT, (39,43))]","[Entity(""Frau Dr. lic. iur. Lepek"", CLT, (4,28)), Entity(""Wettswil"", LOC, (29,37)), Entity(""1:50"", MST, (39,43))]"
"Anwesen Ruprecht, Uznach",0.4,"{'LOC': 0.5, 'CLT': 0.0}","[Entity(""Anwesen"", LOC, (0,7)), Entity(""Ruprecht,"", LOC, (8,17)), Entity(""Uznach"", LOC, (18,24))]","[Entity(""Ruprecht"", CLT, (8,16)), Entity(""Uznach"", LOC, (18,24))]"
Herrn. W. R. Meister Zollikon Gartenhaus Grundriss + Fassade Mst. 1:20,0.5714285714285715,"{'LOC': 0.0, 'CLT': 0.6666666666666667, 'MST': 0.0}","[Entity(""Herrn."", CLT, (0,6)), Entity(""W."", CLT, (7,9)), Entity(""R."", CLT, (10,12)), Entity(""Meister"", CLT, (13,20)), Entity(""Zollikon"", CLT, (21,29)), Entity(""Gartenhaus"", CLT, (30,40)), Entity(""Grundriss"", CLT, (41,50)), Entity(""+"", CLT, (51,52)), Entity(""Fassade"", CLT, (53,60)), Entity(""Mst."", CLT, (61,65)), Entity(""1:20"", CLT, (66,70))]","[Entity(""Herrn. W. R. Meister"", CLT, (0,20)), Entity(""Zollikon"", LOC, (21,29)), Entity(""Mst. 1:20"", MST, (61,70))]"
Vorschlag Hof 1:200,0.0,{'MST': 0.0},[],"[Entity(""1:200"", MST, (14,19))]"
12.10.1955,1.0,{'DATE': 1.0},"[Entity(""12.10.1955"", DATE, (0,10))]","[Entity(""12.10.1955"", DATE, (0,10))]"
"Zürich, 6.12.1946",0.5,"{'DATE': 0.6666666666666666, 'CLOC': 0.0}","[Entity(""Zürich,"", DATE, (0,7)), Entity(""6.12.1946"", DATE, (8,17))]","[Entity(""Zürich"", CLOC, (0,6)), Entity(""6.12.1946"", DATE, (8,17))]"
Plan-Skizze Nr. 3773,0.0,{'LOC': 0.0},"[Entity(""Plan-Skizze"", LOC, (0,11)), Entity(""Nr."", LOC, (12,15)), Entity(""3773"", LOC, (16,20))]",[]
6-Familienhaus für Hrn. W. Sommer Kleinkirche Wallisellen 1:50,0.5454545454545454,"{'LOC': 0.0, 'CLT': 0.6666666666666666, 'MST': 0.0}","[Entity(""6-Familienhaus"", CLT, (0,14)), Entity(""für"", CLT, (15,18)), Entity(""Hrn."", CLT, (19,23)), Entity(""W."", CLT, (24,26)), Entity(""Sommer"", CLT, (27,33)), Entity(""Kleinkirche"", CLT, (34,45)), Entity(""Wallisellen"", CLT, (46,57)), Entity(""1:50"", CLT, (58,62))]","[Entity(""Hrn. W. Sommer"", CLT, (19,33)), Entity(""Wallisellen"", LOC, (46,57)), Entity(""1:50"", MST, (58,62))]"
Gestaltung der Umgebung zum Uhrenfabrik-Neubau von Herrn W. Triebold in Rheinfelden,0.4615384615384615,"{'LOC': 0.0, 'CLT': 0.5}","[Entity(""Gestaltung"", CLT, (0,10)), Entity(""der"", CLT, (11,14)), Entity(""Umgebung"", CLT, (15,23)), Entity(""zum"", CLT, (24,27)), Entity(""Uhrenfabrik-Neubau"", CLT, (28,46)), Entity(""von"", CLT, (47,50)), Entity(""Herrn"", CLT, (51,56)), Entity(""W."", CLT, (57,59)), Entity(""Triebold"", CLT, (60,68)), Entity(""in"", CLT, (69,71)), Entity(""Rheinfelden"", CLT, (72,83))]","[Entity(""Herrn W. Triebold"", CLT, (51,68)), Entity(""Rheinfelden"", LOC, (72,83))]"
Bepflanzungsplan für eine Staudenrabatte im Garten von Hr. A. Stoll-Benstz in Koblenz,0.42857142857142855,"{'LOC': 0.0, 'CLT': 0.46153846153846156}","[Entity(""Bepflanzungsplan"", CLT, (0,16)), Entity(""für"", CLT, (17,20)), Entity(""eine"", CLT, (21,25)), Entity(""Staudenrabatte"", CLT, (26,40)), Entity(""im"", CLT, (41,43)), Entity(""Garten"", CLT, (44,50)), Entity(""von"", CLT, (51,54)), Entity(""Hr."", CLT, (55,58)), Entity(""A."", CLT, (59,61)), Entity(""Stoll-Benstz"", CLT, (62,74)), Entity(""in"", CLT, (22,24)), Entity(""Koblenz"", CLT, (78,85))]","[Entity(""Hr. A. Stoll-Benstz"", CLT, (55,74)), Entity(""Koblenz"", LOC, (78,85))]"
"Zürich, 27.3.46. Plan-Nr. 3638 1:50",0.0,"{'LOC': 0.0, 'DATE': 0.0, 'MST': 0.0, 'CLOC': 0.0}","[Entity(""Zürich,"", LOC, (0,7)), Entity(""27.3.46."", LOC, (8,16)), Entity(""Plan-Nr."", LOC, (17,25)), Entity(""3638"", LOC, (26,30)), Entity(""1:50"", LOC, (31,35))]","[Entity(""1:50"", MST, (31,35)), Entity(""Zürich"", CLOC, (0,6)), Entity(""27.3.46."", DATE, (8,16))]"
Gestaltung des Landhausgartens von Herrn F. Meier in Wil Vorprojekt 1:100,0.42857142857142855,"{'LOC': 0.0, 'CLT': 0.5, 'MST': 0.0}","[Entity(""Gestaltung"", CLT, (0,10)), Entity(""des"", CLT, (11,14)), Entity(""Landhausgartens"", CLT, (15,30)), Entity(""von"", CLT, (31,34)), Entity(""Herrn"", CLT, (35,40)), Entity(""F."", CLT, (41,43)), Entity(""Meier"", CLT, (44,49)), Entity(""in"", CLT, (50,52)), Entity(""Wil"", CLT, (53,56)), Entity(""Vorprojekt"", CLT, (57,67)), Entity(""1:100"", CLT, (68,73))]","[Entity(""Herrn F. Meier"", CLT, (35,49)), Entity(""Wil"", LOC, (53,56)), Entity(""1:100"", MST, (68,73))]"
Überbauung Dübendorf Projekt zur Gestaltung der Gärten,0.0,{'LOC': 0.0},[],"[Entity(""Dübendorf"", LOC, (11,20))]"
MSTB. 1:100,0.0,{'MST': 0.0},[],"[Entity(""1:100"", MST, (6,11))]"
"Turnhalle & Schulhaus an der Felssstrasse, Zürich 4.",0.6666666666666666,{'LOC': 0.6666666666666666},"[Entity(""Turnhalle"", LOC, (0,9)), Entity(""&"", LOC, (10,11)), Entity(""Schulhaus"", LOC, (12,21)), Entity(""an"", LOC, (22,24)), Entity(""der"", LOC, (25,28)), Entity(""Felssstrasse,"", LOC, (29,42)), Entity(""Zürich"", LOC, (43,49)), Entity(""4."", LOC, (50,52))]","[Entity(""Felssstrasse, Zürich 4."", LOC, (29,52))]"
"Bepflanzungs-Skizze zum Garten von Herrn Arch. Rüegg, Stauffacherstr. 4 St. Gallen Masse ohne Gewähr!",0.0,"{'LOC': 0.0, 'CLT': 0.0}",[],"[Entity(""Herrn Arch. Rüegg"", CLT, (35,52)), Entity(""Stauffacherstr. 4 St. Gallen"", LOC, (54,82))]"
Zürich 11.5.46,0.5,"{'DATE': 0.0, 'CLOC': 0.6666666666666666}","[Entity(""Zürich"", CLOC, (0,6)), Entity(""11.5.46"", CLOC, (7,14))]","[Entity(""Zürich"", CLOC, (0,6)), Entity(""11.5.46"", DATE, (7,14))]"
Projekt zur Umgestaltung des Gartens von Herrn Dir. Meier-Bolliger Alte Landstrasse 104 Küsnacht,0.0,"{'LOC': 0.0, 'CLT': 0.0}",[],"[Entity(""Herrn Dir. Meier-Bolliger"", CLT, (41,66)), Entity(""Alte Landstrasse 104 Küsnacht"", LOC, (67,96))]"
Masstab 1:50,0.0,{'MST': 0.0},[],"[Entity(""1:50"", MST, (8,12))]"
Garten von Herrn R. Ober Küsnacht,0.75,"{'LOC': 0.0, 'CLT': 0.8571428571428571}","[Entity(""Garten"", CLT, (0,6)), Entity(""von"", CLT, (7,10)), Entity(""Herrn"", CLT, (11,16)), Entity(""R."", CLT, (17,19)), Entity(""Ober"", CLT, (20,24)), Entity(""Küsnacht"", CLT, (25,33))]","[Entity(""Herrn R. Ober"", CLT, (11,24)), Entity(""Küsnacht"", LOC, (25,33))]"
"Ritterhaus Uerikon Umgebung, M = 1:200",0.0,"{'LOC': 0.0, 'MST': 0.0}",[],"[Entity(""Uerikon"", LOC, (11,18)), Entity(""1:200"", MST, (33,38))]"
Projekt zur Gestaltung des Gartens von Herrn R. Ober-Ganter Küsnacht,0.49999999999999994,"{'LOC': 0.0, 'CLT': 0.5454545454545454}","[Entity(""Projekt"", CLT, (0,7)), Entity(""zur"", CLT, (8,11)), Entity(""Gestaltung"", CLT, (12,22)), Entity(""des"", CLT, (23,26)), Entity(""Gartens"", CLT, (27,34)), Entity(""von"", CLT, (35,38)), Entity(""Herrn"", CLT, (39,44)), Entity(""R."", CLT, (45,47)), Entity(""Ober-Ganter"", CLT, (48,59)), Entity(""Küsnacht"", CLT, (60,68))]","[Entity(""Herrn R. Ober-Ganter"", CLT, (39,59)), Entity(""Küsnacht"", LOC, (60,68))]"
Masstab 1:100,0.0,{'MST': 0.0},[],"[Entity(""1:100"", MST, (8,13))]"
"Siedlung Lehnhalde St. Gallen, Projekt zur Gestaltung der Gärten",0.19999999999999998,{'LOC': 0.19999999999999998},"[Entity(""Siedlung"", LOC, (0,8)), Entity(""Lehnhalde"", LOC, (9,18)), Entity(""St."", LOC, (19,22)), Entity(""Gallen,"", LOC, (23,30)), Entity(""Projekt"", LOC, (31,38)), Entity(""zur"", LOC, (39,42)), Entity(""Gestaltung"", LOC, (43,53)), Entity(""der"", LOC, (54,57)), Entity(""Gärten"", LOC, (58,64))]","[Entity(""St. Gallen"", LOC, (19,29))]"
Siedlung Lehnhalde St. Gallen - Bruggen Typ F Haus III Neue Lösung der Nödrlichen Eingangspartie,0.5,{'LOC': 0.5},"[Entity(""Siedlung"", LOC, (0,8)), Entity(""Lehnhalde"", LOC, (9,18)), Entity(""St."", LOC, (19,22)), Entity(""Gallen"", LOC, (23,29)), Entity(""-"", LOC, (30,31)), Entity(""Bruggen"", LOC, (32,39)), Entity(""Typ"", LOC, (40,43)), Entity(""F"", LOC, (44,45)), Entity(""Haus"", LOC, (46,50)), Entity(""III"", LOC, (51,54)), Entity(""Neue"", LOC, (55,59)), Entity(""Lösung"", LOC, (60,66)), Entity(""der"", LOC, (67,70)), Entity(""Nödrlichen"", LOC, (71,81)), Entity(""Eingangspartie"", LOC, (82,96))]","[Entity(""St. Gallen - Bruggen"", LOC, (19,39))]"
Situation mit Profilen 1:500 Plan 245/25 28.5.45 Siedlung Sandacker,0.0,"{'DATE': 0.0, 'MST': 0.0, 'CLOC': 0.0}","[Entity(""Situation"", CLOC, (0,9)), Entity(""mit"", CLOC, (10,13)), Entity(""Profilen"", CLOC, (14,22)), Entity(""1:500"", CLOC, (23,28)), Entity(""Plan"", CLOC, (29,33)), Entity(""245/25"", CLOC, (34,40)), Entity(""28.5.45"", CLOC, (41,48)), Entity(""Siedlung"", CLOC, (49,57)), Entity(""Sandacker"", CLOC, (58,67))]","[Entity(""1:500"", MST, (23,28)), Entity(""28.5.45"", DATE, (41,48))]"
Bebauungs-Skizze M = 1:500 Für Gelände Mertens in Feldmeilen,0.0,"{'LOC': 0.0, 'MST': 0.0}",[],"[Entity(""Feldmeilen"", LOC, (50,60)), Entity(""1:500"", MST, (21,26))]"
"Friedhofanlage in Herrliberg Abdankungshalle und Nebenräume, Skizze Fassaden M. 1:100",0.0,"{'LOC': 0.0, 'MST': 0.0}",[],"[Entity(""Herrliberg"", LOC, (18,28)), Entity(""1:100"", MST, (80,85))]"
Baugenossenschaft Vitasana 6 Doppel-Mehrfamilienhäuser an der Wallisellen-Privatstrasse ZCH. Gestaltung der Gärten,0.16666666666666669,{'LOC': 0.16666666666666669},"[Entity(""Baugenossenschaft"", LOC, (0,17)), Entity(""Vitasana"", LOC, (18,26)), Entity(""6"", LOC, (27,28)), Entity(""Doppel-Mehrfamilienhäuser"", LOC, (29,54)), Entity(""an"", LOC, (23,25)), Entity(""der"", LOC, (58,61)), Entity(""Wallisellen-Privatstrasse"", LOC, (62,87)), Entity(""ZCH."", LOC, (88,92)), Entity(""Gestaltung"", LOC, (93,103)), Entity(""der"", LOC, (58,61)), Entity(""Gärten"", LOC, (108,114))]","[Entity(""Wallisellen-Privatstrasse"", LOC, (62,87))]"
Vorschlag zur Gestaltung der Umgebung des Kinderhorts A.D. Feldblumenstrasse 28 Zürich-Altstetten,0.0,{'LOC': 0.0},[],"[Entity(""Feldblumenstrasse 28 Zürich-Altstetten"", LOC, (59,97))]"
Textilwerke Bäch AG Bepflanzungsskizze zur Umgebung bei der Lagerhalle,0.1818181818181818,"{'LOC': 0.19999999999999998, 'CLT': 0.0}","[Entity(""Textilwerke"", LOC, (0,11)), Entity(""Bäch"", LOC, (12,16)), Entity(""AG"", LOC, (17,19)), Entity(""Bepflanzungsskizze"", LOC, (20,38)), Entity(""zur"", LOC, (39,42)), Entity(""Umgebung"", LOC, (43,51)), Entity(""bei"", LOC, (52,55)), Entity(""der"", LOC, (56,59)), Entity(""Lagerhalle"", LOC, (60,70))]","[Entity(""Textilwerke Bäch AG"", CLT, (0,19)), Entity(""Bäch"", LOC, (12,16))]"
